taxi_id,time_sec,lat,lon
2,32497,40.04806,116.58067
2,33402,40.07134,116.582
2,33768,40.07911,116.58447
2,34307,40.01393,116.51207
2,34608,39.96421,116.45677
2,35212,39.91317,116.45531
2,35276,39.90946,116.45525
2,35584,39.89665,116.45208
2,35815,39.89045,116.4496
2,36181,39.89163,116.40989
2,36417,39.88958,116.39044
2,36719,39.88805,116.37018
2,36784,39.88798,116.36677
2,37387,39.89642,116.34712
2,37689,39.89664,116.34872
2,37926,39.89179,116.35042
2,38016,39.88842,116.348
2,38292,39.88785,116.36549
2,38529,39.88798,116.37774
2,38895,39.89339,116.39472
2,39132,39.89727,116.3941
2,40946,39.88639,116.45525
2,41141,39.90698,116.4592
2,41247,39.90691,116.4729
2,41443,39.90773,116.47194
2,41549,39.91241,116.46939
2,41744,39.91104,116.4633
2,41851,39.90733,116.45628
2,42061,39.90035,116.45507
2,42152,39.89618,116.45026
2,42348,39.88665,116.45493
2,42649,39.88332,116.44329
2,42756,39.88322,116.44518
2,42951,39.87304,116.45487
2,43057,39.86101,116.44755
2,43253,39.84263,116.46603
2,43359,39.84091,116.45762
2,43554,39.83995,116.46164
2,43661,39.84971,116.45883
2,44158,39.89037,116.45529
2,44264,39.89887,116.45551
2,44459,39.90674,116.4705
2,44566,39.90531,116.48245
2,44761,39.90706,116.48978
2,44867,39.90731,116.48064
2,45364,39.92131,116.47216
2,45471,39.92752,116.4722
2,45666,39.9325,116.46306
2,45772,39.93254,116.45658
2,45968,39.93247,116.44946
2,46269,39.93241,116.42925
2,46376,39.93279,116.42789
2,46571,39.93871,116.41963
2,46677,39.93909,116.43019
2,46872,39.93849,116.4301
2,46979,39.93983,116.43786
2,47174,39.94208,116.43272
2,47281,39.9462,116.43663
2,47475,39.93572,116.44416
2,47581,39.92603,116.44395
2,47776,39.92027,116.444
2,47883,39.90957,116.44382
2,48078,39.9064,116.45476
2,48185,39.90327,116.45507
2,48380,39.89204,116.44961
2,48380,39.89204,116.44961
2,48486,39.88609,116.45007
2,48681,39.88098,116.45479
2,48788,39.87086,116.45468
2,48983,39.88069,116.4581
2,49090,39.88069,116.4581
2,58766,39.88114,116.45774
2,58811,39.88113,116.45777
2,59113,39.87985,116.45535
2,59113,39.87985,116.45535
2,59369,39.87489,116.45009
2,59414,39.87489,116.4493
2,59671,39.86768,116.4422
2,59973,39.8645,116.43265
2,59973,39.8645,116.43265
2,60018,39.86456,116.42973
2,60274,39.86437,116.42206
2,60319,39.86435,116.42148
2,60576,39.85662,116.41733
2,60621,39.85655,116.41709
2,60878,39.85568,116.37903
2,60923,39.85575,116.36955
2,61179,39.84458,116.35677
2,61224,39.84455,116.35567
2,61481,39.85546,116.37281
2,61526,39.8555,116.37858
2,61783,39.85546,116.4029
2,61828,39.85558,116.40499
2,62084,39.85732,116.40784
2,62129,39.86057,116.40805
2,62386,39.86219,116.41288
2,62431,39.86362,116.41276
2,62688,39.86824,116.41529
2,62733,39.87527,116.41498
2,62989,39.88277,116.42508
2,63034,39.88352,116.42516
2,63336,39.89215,116.44348
2,63593,39.88428,116.45
2,63638,39.88428,116.45
2,63894,39.88307,116.43036
2,63939,39.88291,116.42606
2,64196,39.887,116.40725
2,64241,39.8869,116.40384
2,64498,39.88513,116.39278
2,64543,39.88317,116.39234
2,64799,39.87991,116.39263
2,64844,39.87974,116.39266
2,65101,39.88689,116.40605
2,65146,39.88694,116.40927
2,65403,39.89209,116.42045
2,65448,39.8921,116.42095
2,65704,39.89604,116.42408
2,65749,39.89434,116.42465
2,66006,39.89586,116.42138
2,66051,39.89847,116.42106
2,66308,39.89979,116.4126
2,66353,39.89973,116.40954
2,66609,39.89985,116.40075
2,66654,39.90045,116.4007
2,66911,39.90317,116.40081
2,66956,39.90422,116.40076
2,67213,39.90955,116.40062
2,67257,39.91134,116.40063
2,67514,39.92064,116.39643
2,67514,39.92064,116.39643
2,67559,39.92208,116.39359
2,67816,39.92215,116.38751
2,67861,39.92215,116.38752
2,68117,39.91142,116.38529
2,68162,39.91142,116.38529
2,68419,39.9082,116.38554
2,68464,39.90693,116.38562
2,68720,39.89958,116.38544
2,68765,39.89887,116.38042
2,69021,39.89858,116.37216
2,69067,39.89858,116.37216
2,69323,39.89832,116.3613
2,69368,39.89817,116.35683
2,69625,39.89666,116.34639
2,69670,39.89657,116.34581
2,69926,39.89649,116.34182
2,69971,39.89652,116.34121
2,70228,39.89647,116.33727
2,70273,39.89644,116.33681
2,70530,39.89627,116.33379
2,70575,39.89606,116.33059
2,70831,39.89575,116.31848
2,71133,39.89587,116.30135
2,71178,39.89589,116.29783
2,71435,39.88829,116.29161
2,71480,39.88831,116.29447
2,71736,39.8871,116.30396
2,71781,39.88409,116.30336
2,72038,39.88048,116.3007
2,72083,39.88108,116.3001
2,72340,39.88528,116.31057
2,72641,39.88856,116.32394
2,72686,39.88858,116.32914
2,72943,39.88828,116.35045
2,72988,39.88805,116.35148
2,73245,39.88786,116.35982
2,73290,39.88786,116.36321
2,73546,39.89449,116.36853
2,73591,39.89501,116.36869
2,73848,39.89877,116.3821
2,73893,39.89887,116.38329
2,73893,39.89887,116.38329
2,74150,39.89927,116.39823
2,74195,39.89944,116.40395
2,74451,39.89965,116.41199
2,74496,39.89958,116.41253
2,74753,39.89852,116.4323
2,74798,39.9029,116.43008
2,75100,39.93427,116.4279
2,75356,39.94806,116.43447
2,75401,39.95193,116.44342
2,75658,39.96143,116.44115
2,75703,39.96185,116.4405
2,75960,39.96838,116.42271
2,76261,39.96097,116.44078
2,76306,39.95888,116.44404
2,76563,39.9446,116.45532
2,76608,39.94107,116.45527
2,76865,39.92951,116.45526
2,76909,39.92641,116.45523
2,77166,39.91646,116.44417
2,77211,39.91264,116.44414
2,77468,39.90572,116.455
2,77513,39.90179,116.45492
2,77770,39.89203,116.45992
2,77814,39.89202,116.4655
2,78071,39.8918,116.48597
2,78116,39.89181,116.49152
2,78373,39.89401,116.49861
2,78418,39.89207,116.49651
2,78674,39.89197,116.47166
2,78719,39.89197,116.47166
2,78976,39.88967,116.47108
2,79021,39.88537,116.47119
2,79278,39.88062,116.4594
2,79323,39.88121,116.45852
2,79443,39.88118,116.45774
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
2,79750,39.88121,116.45765
3,245,40.02133,116.75389
3,544,40.02132,116.75389
3,844,40.02132,116.75389
3,1144,40.02132,116.75389
3,1444,40.02131,116.75389
3,1744,40.02131,116.75389
3,2044,40.02131,116.75389
3,2344,40.0213,116.75389
3,2644,40.0213,116.75389
3,2944,40.0213,116.75389
3,3544,40.0213,116.75389
3,3844,40.02129,116.75389
3,4144,40.02129,116.75388
3,4444,40.02129,116.75388
3,4444,40.02129,116.75388
3,4744,40.02128,116.75388
3,5044,40.02128,116.75388
3,5344,40.02128,116.75388
3,5644,40.02128,116.75388
3,5944,40.02128,116.75388
3,6244,40.02128,116.75388
3,6544,40.02128,116.75388
3,6844,40.02128,116.75388
3,7144,40.02127,116.75388
3,7444,40.02127,116.75388
3,12772,40.0213,116.75387
3,12844,40.0213,116.75387
3,13144,40.0213,116.75388
3,13444,40.0213,116.75388
3,13744,40.0213,116.75388
3,14343,40.0213,116.75388
3,14643,40.0213,116.75388
3,14943,40.0213,116.75388
3,15243,40.0213,116.75388
3,15543,40.0213,116.75388
3,15843,40.0213,116.75388
3,16143,40.0213,116.75388
3,16444,40.02129,116.75388
3,16744,40.02129,116.75388
3,17043,40.02129,116.75388
3,17343,40.02129,116.75388
3,17643,40.02129,116.75388
3,17643,40.02129,116.75388
3,17943,40.02129,116.75388
3,18243,40.02129,116.75388
3,18543,40.02129,116.75388
3,18843,40.02129,116.75388
3,19143,40.02129,116.75388
3,19443,40.02129,116.75388
3,19743,40.02128,116.75388
3,20043,40.02128,116.75388
3,20343,40.02129,116.75388
3,20643,40.02129,116.75388
3,20943,40.02129,116.75388
3,21243,40.02129,116.75388
3,21542,40.02129,116.75388
3,21842,40.02128,116.75388
3,22142,40.02128,116.75388
3,22742,40.02128,116.75388
3,23042,40.02128,116.75388
3,23342,40.02128,116.75388
3,23643,40.02127,116.75388
3,23943,40.02127,116.75387
3,24243,40.02127,116.75387
3,24543,40.02127,116.75387
3,24842,40.02127,116.75387
3,25142,40.02127,116.75387
3,25442,40.02126,116.75387
3,25742,40.02126,116.75387
3,26342,40.02125,116.75387
3,26342,40.02125,116.75387
3,26642,40.02125,116.75387
3,26942,40.02125,116.75387
3,27243,40.02125,116.75387
3,27543,40.02125,116.75387
3,28143,40.02125,116.75387
3,28442,40.02125,116.75387
3,28742,40.02125,116.75387
3,29642,40.02125,116.75388
3,29942,40.02125,116.75388
3,30542,40.02126,116.75388
3,31142,40.02126,116.75388
3,31442,40.02126,116.75389
3,31742,40.02126,116.75389
3,32642,40.02126,116.7539
3,32941,40.02126,116.7539
3,33242,40.02126,116.7539
3,33542,40.02126,116.7539
3,34442,40.05878,116.75033
3,34742,40.0606,116.70075
3,35042,40.05369,116.70035
3,35042,40.05369,116.70035
3,35342,40.03407,116.67169
3,35641,39.99409,116.67032
3,35941,39.9481,116.65041
3,36241,39.93277,116.65199
3,36541,39.92585,116.63368
3,36841,39.92505,116.59928
3,37141,39.92077,116.58457
3,37441,39.92062,116.58454
3,37741,39.9206,116.58465
3,38042,39.9205,116.5849
3,38342,39.92016,116.58475
3,39241,39.92311,116.55815
3,39541,39.92251,116.51462
3,39841,39.91451,116.49104
3,40141,39.91012,116.48706
3,40441,39.91426,116.4837
3,40446,39.91426,116.4837
3,40741,39.91447,116.46639
3,41055,39.92005,116.44702
3,41341,39.92205,116.44056
3,41941,39.92714,116.45103
3,42241,39.93257,116.455
3,42241,39.93257,116.455
3,42541,39.93245,116.47199
3,42541,39.93245,116.47199
3,42541,39.93245,116.47199
3,42841,39.93182,116.48602
3,43141,39.93613,116.50056
3,43441,39.9403,116.53189
3,43741,39.95742,116.54028
3,43741,39.95742,116.54028
3,44040,39.94123,116.54126
3,44340,39.93844,116.51115
3,45240,39.92167,116.47608
3,45540,39.92204,116.45894
3,46141,39.9313,116.45177
3,46441,39.93236,116.46262
3,46741,39.92743,116.46689
3,47041,39.92559,116.46684
3,47340,39.92543,116.46688
3,47640,39.92561,116.46689
3,47940,39.92457,116.46686
3,48240,39.9155,116.47186
3,48540,39.91555,116.46464
3,48840,39.91784,116.45595
3,49140,39.90707,116.44619
3,49440,39.90796,116.41881
3,49740,39.91454,116.41169
3,50040,39.93153,116.411
3,50340,39.93218,116.39059
3,50640,39.93118,116.36323
3,50940,39.93129,116.34353
3,51240,39.93173,116.32013
3,51540,39.93681,116.30442
3,51840,39.93703,116.32227
3,52140,39.93696,116.32261
3,52440,39.94498,116.35926
3,52440,39.94498,116.35926
3,52740,39.94788,116.41088
3,53040,39.9604,116.41216
3,53340,39.96068,116.40221
3,53640,39.94737,116.40165
3,53940,39.93364,116.42779
3,54240,39.92285,116.43337
3,54539,39.91244,116.44402
3,54839,39.90727,116.42927
3,55439,39.87075,116.42506
3,55739,39.87198,116.41619
3,56039,39.87076,116.40715
3,56339,39.86877,116.42875
3,56639,39.86371,116.435
3,56940,39.86458,116.43761
3,57540,39.8574,116.44122
3,57840,39.86541,116.45457
3,58140,39.87005,116.45711
3,58440,39.90428,116.45564
3,58739,39.90699,116.4677
3,59039,39.90713,116.46646
3,59339,39.90623,116.46646
3,59639,39.90678,116.46214
3,59939,39.90602,116.47124
3,59939,39.90602,116.47124
3,60239,39.91374,116.47195
3,60839,39.93482,116.46605
3,61139,39.94048,116.45573
3,61139,39.94048,116.45573
3,61439,39.95937,116.4443
3,61739,39.95748,116.44518
3,62039,39.95362,116.45213
3,62339,39.95021,116.45014
3,62639,39.95851,116.45967
3,62939,39.95662,116.46173
3,63239,39.94726,116.46251
3,63539,39.94029,116.45515
3,63838,39.93381,116.44918
3,64138,39.93231,116.45868
3,64438,39.9323,116.47851
3,64739,39.92997,116.47496
3,65039,39.92911,116.46476
3,65338,39.93086,116.46656
3,65638,39.92688,116.47544
3,65938,39.92151,116.481
3,66238,39.91431,116.48778
3,66538,39.9136,116.48519
3,66838,39.91452,116.46997
3,67138,39.91021,116.45546
3,67438,39.9072,116.44067
3,67739,39.90828,116.42942
3,68339,39.90697,116.43496
3,68639,39.91198,116.4558
3,68939,39.93857,116.45569
3,69239,39.94938,116.4561
3,69538,39.96757,116.43166
3,69838,39.97259,116.4228
3,69838,39.97259,116.4228
3,70138,39.96075,116.41556
3,70438,39.96071,116.41348
3,70738,39.95768,116.40367
3,71038,39.94188,116.40217
3,71338,39.9362,116.40233
3,71638,39.93259,116.40257
3,71938,39.93221,116.41548
3,72238,39.93185,116.42616
3,72538,39.9324,116.43718
3,72838,39.93997,116.43684
3,73138,39.94355,116.4278
3,73438,39.94837,116.42552
3,73738,39.95027,116.40192
3,74038,39.96043,116.40191
3,74337,39.96767,116.41038
3,74637,39.96026,116.43918
3,74938,39.96006,116.43902
3,75238,39.9584,116.43376
3,75537,39.96259,116.41204
3,75837,39.96709,116.4118
3,76138,39.96711,116.38444
3,76438,39.96928,116.3719
3,76738,39.96688,116.36686
3,77038,39.96696,116.38682
3,77337,39.96713,116.39654
3,77637,39.96715,116.39662
3,77937,39.96713,116.3969
3,78237,39.96085,116.40142
3,78537,39.94765,116.40564
3,78537,39.94765,116.40564
3,78837,39.92176,116.42831
3,79137,39.89923,116.42195
3,79437,39.89562,116.41539
3,79737,39.89896,116.41242
3,80338,39.91422,116.42007
3,80638,39.90708,116.43388
3,80937,39.90674,116.45716
3,81237,39.90298,116.45296
3,81537,39.90602,116.42881
3,81837,39.90628,116.41834
3,82137,39.90672,116.45223
3,82437,39.89914,116.46116
3,82737,39.90561,116.45593
3,83337,39.91505,116.46349
3,83637,39.91414,116.48119
3,83937,39.91458,116.50029
3,84237,39.91126,116.51617
3,84536,39.90787,116.55026
3,84836,39.90895,116.57449
3,85436,39.9006,116.59587
3,85736,39.91218,116.61065
3,86036,39.92558,116.6347
3,86336,39.93273,116.652
4,907,39.91214,116.75901
4,1507,39.91213,116.75899
4,3307,39.91209,116.75899
4,3907,39.91208,116.75899
4,4506,39.91207,116.75899
4,5106,39.91207,116.75899
4,5706,39.91207,116.759
4,6306,39.91206,116.759
4,6906,39.91206,116.759
4,6906,39.91206,116.759
4,8106,39.91207,116.75898
4,14325,39.91209,116.75898
4,14705,39.91209,116.75899
4,15305,39.91209,116.75899
4,15905,39.91209,116.75899
4,16505,39.91209,116.75899
4,17105,39.91209,116.75899
4,17705,39.91209,116.75899
4,18305,39.91208,116.75899
4,18905,39.91209,116.75898
4,19505,39.91209,116.75898
4,20105,39.91209,116.75898
4,20704,39.91209,116.75899
4,21304,39.91209,116.75899
4,21904,39.91209,116.75899
4,22504,39.91209,116.75899
4,23105,39.91209,116.75898
4,23705,39.91209,116.75898
4,24304,39.9121,116.75905
4,24304,39.9121,116.75905
4,24904,39.91208,116.75905
4,25504,39.91207,116.75903
4,26104,39.91208,116.75902
4,26704,39.91208,116.75901
4,27903,39.91207,116.75898
4,29103,39.91209,116.75895
4,29703,39.91209,116.75894
4,31503,39.91209,116.75894
4,32103,39.91209,116.75895
4,32703,39.91207,116.75895
4,34503,39.91201,116.75905
4,35103,39.912,116.75904
4,35702,39.912,116.75904
4,36902,39.91201,116.75904
4,37503,39.91281,116.75735
4,38103,39.91409,116.72674
4,38702,39.9076,116.66346
4,39302,39.90639,116.64542
4,39902,39.90353,116.6096
4,41102,39.90688,116.49426
4,52873,39.89066,116.72339
4,53473,39.89065,116.72339
4,54073,39.89065,116.72339
4,54673,39.90188,116.72046
4,55273,39.89896,116.66382
4,55873,39.90574,116.63831
4,56473,39.90672,116.51174
4,79941,39.87363,116.49992
4,80540,39.87362,116.49991
4,81139,39.87361,116.49991
4,81739,39.8736,116.49992
4,82339,39.87361,116.49992
4,82864,39.8736,116.49992
4,83540,39.87361,116.49992
4,84140,39.87361,116.49992
4,84739,39.87362,116.49992
4,85339,39.87362,116.49993
4,85939,39.87362,116.49992
5,181,39.88988,116.59304
5,782,39.88163,116.58197
5,1382,39.84862,116.56724
5,1981,39.84872,116.56755
5,1981,39.84872,116.56755
5,3781,39.84869,116.56754
5,4381,39.84868,116.56755
5,4981,39.84868,116.56755
5,5581,39.84868,116.56755
5,6181,39.84868,116.56755
5,6781,39.84867,116.56755
5,7381,39.84872,116.56749
5,8581,39.84894,116.56753
5,9180,39.84892,116.56751
5,14410,39.84885,116.56748
5,14580,39.84885,116.56748
5,15180,39.84884,116.56748
5,15780,39.84883,116.56748
5,16380,39.84882,116.56748
5,16980,39.84882,116.56748
5,17580,39.84881,116.56748
5,18180,39.8488,116.56748
5,18780,39.8488,116.56748
5,19380,39.84879,116.56749
5,19380,39.84879,116.56749
5,19980,39.84879,116.56749
5,20580,39.84879,116.5675
5,21180,39.84879,116.5675
5,21780,39.84879,116.5675
5,22380,39.84878,116.5675
5,22980,39.84878,116.5675
5,23580,39.84878,116.56749
5,24179,39.84877,116.5675
5,24779,39.84877,116.5675
5,25379,39.84876,116.56749
5,25979,39.84876,116.56749
5,27779,39.84875,116.56749
5,28379,39.84875,116.56749
5,28979,39.84876,116.56748
5,29579,39.84876,116.56748
5,31379,39.84876,116.56749
5,31979,39.84876,116.56749
5,32579,39.84876,116.56749
5,33179,39.84876,116.56749
5,33779,39.84877,116.56748
5,34379,39.84876,116.56749
5,35579,39.84875,116.5675
5,36779,39.84874,116.5675
5,36779,39.84874,116.5675
5,37379,39.84874,116.5675
5,37979,39.84874,116.56749
5,38578,39.84874,116.56749
5,39178,39.84875,116.56749
5,40378,39.84876,116.56749
5,40979,39.85574,116.57101
5,42178,39.90839,116.48488
5,42778,39.91447,116.47857
5,43978,39.8923,116.422
5,44578,39.88865,116.38564
5,45178,39.88792,116.36283
5,46378,39.88607,116.31032
5,46978,39.92022,116.30439
5,47104,39.92228,116.31574
5,47578,39.9306,116.31986
5,48178,39.93606,116.3342
5,48778,39.93645,116.35264
5,49378,39.9171,116.34617
5,49978,39.91106,116.35487
5,50577,39.9004,116.35692
5,51288,39.90598,116.29689
5,51778,39.90588,116.32844
5,52378,39.91197,116.35735
5,52977,39.90423,116.3564
5,54177,39.8713,116.41509
5,54177,39.8713,116.41509
5,54777,39.84487,116.44486
5,55377,39.85282,116.43303
5,55978,39.85714,116.42395
5,56578,39.8694,116.39431
5,57777,39.89153,116.47161
5,58377,39.8917,116.48183
5,58977,39.8917,116.48183
5,59577,39.8917,116.48183
5,60777,39.89228,116.4241
5,61377,39.88818,116.38085
5,61977,39.90168,116.36802
5,62577,39.90313,116.37528
5,63177,39.90052,116.37693
5,63777,39.90051,116.37693
5,64377,39.9005,116.37693
5,64977,39.9005,116.37692
5,65576,39.89396,116.39489
5,66176,39.90452,116.39308
5,66776,39.90591,116.37937
5,67377,39.90591,116.34726
5,67976,39.90625,116.31149
5,68576,39.90623,116.28343
5,69176,39.90941,116.24689
5,69776,39.91637,116.2557
5,70376,39.90633,116.25928
5,70976,39.90617,116.20216
5,71577,39.9161,116.19109
5,71577,39.9161,116.19109
5,83447,39.85912,116.56956
5,84047,39.84878,116.56751
5,84047,39.84878,116.56751
5,84647,39.84879,116.56753
6,864,39.77387,116.78802
6,1224,39.77377,116.7877
6,1584,39.77372,116.78773
6,1944,39.77372,116.78767
6,2304,39.77365,116.78772
6,2664,39.7736,116.78767
6,3024,39.77365,116.78772
6,3744,39.7735,116.78773
6,4104,39.77363,116.78772
6,4464,39.77373,116.78773
6,4824,39.77367,116.78775
6,5184,39.77353,116.78775
6,5544,39.77348,116.78777
6,5904,39.7737,116.78768
6,6624,39.77372,116.78775
6,6984,39.77365,116.78772
6,7344,39.77367,116.78773
6,8064,39.77367,116.78777
6,8424,39.77368,116.78777
6,9504,39.77367,116.7878
6,9864,39.77372,116.78782
6,11304,39.77375,116.78768
6,11664,39.77375,116.78773
6,12024,39.77377,116.7878
6,12384,39.77378,116.78768
6,13104,39.77375,116.78768
6,14184,39.77365,116.78773
6,14544,39.77358,116.78775
6,14904,39.77355,116.78775
6,15264,39.77378,116.78782
6,15624,39.77358,116.7878
6,15984,39.77362,116.78773
6,16344,39.7738,116.78762
6,16704,39.7736,116.7877
6,17424,39.77368,116.78773
6,17784,39.77363,116.7877
6,18144,39.77385,116.7876
6,18504,39.77385,116.78762
6,18504,39.77385,116.78762
6,18864,39.77362,116.78765
6,19224,39.77367,116.78765
6,19584,39.77352,116.7878
6,19944,39.77375,116.78775
6,20304,39.77375,116.78775
6,20664,39.77375,116.78775
6,21024,39.77375,116.78775
6,21384,39.77375,116.78775
6,21744,39.77375,116.78775
6,22104,39.77362,116.78772
6,22464,39.77363,116.78772
6,22824,39.77375,116.78763
6,23184,39.77382,116.78767
6,23544,39.77333,116.7877
6,23904,39.7735,116.78775
6,24264,39.7738,116.7877
6,24624,39.77373,116.78772
6,24984,39.77383,116.78767
6,25344,39.77365,116.78777
6,25704,39.77372,116.78777
6,26064,39.77372,116.78773
6,27504,39.75348,116.74385
6,27864,39.756,116.74187
6,29252,37.87257,116.61845
6,30062,39.77365,116.78772
6,30422,39.77372,116.78768
6,31142,39.77363,116.78762
6,32222,39.7737,116.78758
6,32582,39.77363,116.7877
6,32942,39.77365,116.7877
6,33302,39.77375,116.78765
6,33302,39.77375,116.78765
6,33662,39.77382,116.78758
6,34022,39.77363,116.78767
6,34382,39.77367,116.78767
6,34742,39.77367,116.7877
6,35102,39.7736,116.78775
6,35462,39.7736,116.78773
6,35794,39.77352,116.78777
6,36000,39.77195,116.78527
6,36360,39.76737,116.74018
6,36720,39.82903,116.71788
6,37440,39.88452,116.66082
6,37800,39.90062,116.63335
6,38160,39.90538,116.62832
6,38210,39.90538,116.62832
6,38570,39.90538,116.62832
6,38930,39.90538,116.62832
6,39333,39.90538,116.62832
6,39723,39.90538,116.62832
6,40112,39.90538,116.62832
6,40587,39.90825,116.66267
6,40947,39.9058,116.6391
6,41307,39.90658,116.60527
6,41796,39.90855,116.59112
6,41938,39.90973,116.57357
6,42506,39.90973,116.57357
6,42573,39.90973,116.57357
6,42947,39.90973,116.57357
6,42975,39.90973,116.57357
6,43052,39.90973,116.57357
6,44492,39.90695,116.44292
6,45351,39.91483,116.4646
6,45711,39.9072,116.46323
6,46086,39.90423,116.47152
6,46446,39.89342,116.4712
6,46806,39.8981,116.45598
6,47186,39.90777,116.44433
6,47562,39.9075,116.45517
6,47903,39.89887,116.45755
6,47954,39.89887,116.45755
6,47958,39.89887,116.45755
6,53034,39.89887,116.45755
6,53394,39.907,116.45993
6,53754,39.91363,116.472
6,54121,39.93207,116.47238
6,54846,39.95527,116.46182
6,55206,39.9613,116.48878
6,55569,39.97513,116.48372
6,55815,39.97513,116.48372
6,58151,39.97513,116.48372
6,58511,39.9723,116.47495
6,58928,39.95897,116.46058
6,59355,39.95595,116.46178
6,59715,39.93878,116.46843
6,60075,39.92215,116.47195
6,60435,39.91218,116.46402
6,60794,39.91218,116.46402
6,61794,39.91218,116.46402
6,61835,39.91218,116.46402
6,67273,39.91218,116.46402
6,67633,39.90527,116.48252
6,68019,39.91157,116.48645
6,68379,39.91478,116.46643
6,68739,39.91303,116.45583
6,69121,39.93987,116.45563
6,69481,39.93997,116.43368
6,69841,39.94845,116.42378
6,69841,39.94845,116.42378
6,70201,39.9477,116.394
6,70562,39.94762,116.37795
6,70967,39.94753,116.36947
6,71327,39.94548,116.3601
6,71695,39.94255,116.35003
6,72055,39.93843,116.34408
6,72415,39.93993,116.3497
6,72775,39.9467,116.37435
6,73135,39.9401,116.38558
6,73495,39.93947,116.39837
6,73855,39.93942,116.4057
6,74215,39.95563,116.4124
6,74682,39.96637,116.41187
6,75112,39.98227,116.421
6,75472,39.96793,116.41523
6,75832,39.95308,116.45323
6,76192,39.93858,116.45523
6,76507,39.23678,117.10073
6,76507,39.23678,117.10073
6,76507,39.23678,117.10073
6,76507,39.23678,117.10073
