round,random,epsilon_first,cmab,cmab_trust,cmab_trust_pgrd,truthride
51,-212.3885,264.6777,33.906,181.2537,198.7449,176.4301
52,-240.5045,246.191,3.2971,142.5934,179.7804,178.996
53,-296.8583,264.4551,-15.5508,154.8558,156.4146,146.3473
54,-284.7671,236.4238,-49.0148,136.496,133.6232,145.7936
55,-310.5197,278.2108,-43.3189,140.8634,135.0419,144.2276
56,-353.7768,252.5743,-106.0472,65.6228,73.1825,81.9354
57,-336.4962,267.2989,-74.67,57.6295,96.1288,70.2424
58,-326.9477,235.1676,-128.6647,6.7653,94.5052,69.1186
59,-328.3828,290.4622,-121.9076,14.013,142.761,116.4775
60,-373.8932,233.0746,-133.6445,-39.0026,126.4853,111.4827
61,-367.1192,244.0388,-130.8792,-54.0101,134.9521,136.0873
62,-352.9842,254.6262,-90.2637,7.0076,166.3267,176.0176
63,-374.8412,210.7834,-65.4714,15.8393,150.7836,184.3306
64,-381.0523,181.0223,-30.8264,22.5797,159.4605,157.2547
65,-348.4163,165.8645,-72.2043,18.4215,148.9791,133.3919
66,-351.164,136.7309,-47.1233,82.2731,180.7665,154.0935
67,-356.927,143.4903,-30.5169,67.8093,158.5319,169.0888
68,-311.3855,177.7795,-26.1904,78.1974,141.5063,149.8255
69,-338.0556,210.9887,-62.1096,62.5348,146.9569,215.1302
70,-349.7509,171.459,-105.3654,6.382,71.3263,174.7983
71,-324.6299,182.1032,-114.4124,-28.5861,45.0483,167.9582
72,-315.7701,161.9938,-162.4221,-41.982,35.6955,134.5179
73,-304.7186,174.1705,-159.2289,-50.7369,92.7805,178.7118
74,-267.8375,105.4631,-181.7424,-57.1382,49.275,113.4534
75,-299.9005,132.8722,-102.7062,45.348,150.6644,229.4665
76,-311.457,115.8321,-119.9356,65.2649,168.2208,232.1092
77,-309.688,78.3085,-143.7869,94.9645,197.5733,263.9953
78,-352.0383,28.8122,-201.6913,74.0729,128.8627,209.7651
79,-357.5146,62.2917,-200.5448,94.3164,201.6338,267.6898
80,-296.3585,21.912,-263.4759,71.3492,192.1963,213.8356
81,-268.663,-13.3688,-269.8178,62.5601,159.1727,183.5434
82,-329.5237,-16.1782,-168.3415,114.1818,218.9596,202.2877
83,-287.7944,-61.589,-95.8621,181.613,312.6706,269.2982
84,-266.7908,-135.4098,-18.706,224.1713,300.942,266.8224
85,-306.8964,-224.6163,72.736,261.0179,261.0233,227.2368
86,-378.3454,-316.761,107.4332,253.6314,271.7231,257.3532
87,-375.025,-407.8486,22.1796,173.7982,152.4869,157.0767
88,-370.6187,-467.9838,56.6896,194.9699,137.4115,163.5808
89,-344.0913,-530.8499,60.089,205.7886,134.9992,159.0538
90,-325.6618,-529.4622,-24.6191,155.5042,110.1702,169.8642
91,-276.991,-536.8253,-28.8878,190.9156,122.1506,165.1423
92,-233.5815,-587.8184,-28.7899,221.0222,142.066,199.365
93,-277.4187,-616.7976,-75.3089,183.3624,137.1184,178.0041
94,-308.5175,-618.4643,-133.4369,143.0531,109.8968,157.8749
95,-295.8916,-671.2722,-119.6559,157.0912,151.2711,189.7275
96,-351.5897,-717.003,-110.018,152.484,154.31,194.0763
97,-358.4988,-719.5903,-92.0866,124.774,169.9286,225.2918
98,-310.6782,-733.4879,-52.5629,150.6579,162.52,247.3808
99,-326.0369,-801.0657,15.0502,214.1164,222.4871,311.7104
100,-358.8326,-788.5626,13.6357,231.9491,248.3694,330.6597
101,-337.1842,-776.6579,-25.5377,204.5006,225.7935,323.6471
102,-316.3899,-722.1731,7.6531,214.5066,216.7761,320.1552
103,-304.0571,-667.4012,-6.678,191.5254,181.2602,271.2785
104,-277.9518,-585.8886,-59.9262,123.7501,110.2246,181.7356
105,-214.3558,-574.5157,-27.7833,155.6679,120.2408,173.7779
106,-198.9295,-542.7164,-9.3465,177.3154,96.9418,125.863
107,-208.2377,-549.7278,-7.1254,190.6863,97.7149,105.555
108,-205.4865,-596.953,19.7889,262.8649,201.7875,197.6058
109,-213.2782,-602.5836,7.8273,255.2962,195.6227,192.3695
110,-244.0742,-568.1033,-12.0311,223.0919,168.0731,172.805
111,-213.5903,-510.8363,-34.5706,187.1771,173.766,183.7273
112,-196.712,-502.5149,-62.6577,172.8774,141.3497,164.6389
113,-291.8563,-533.8427,-138.7525,40.8156,-15.5797,11.1645
114,-331.0035,-544.7428,-165.6602,1.1281,-63.775,-16.3854
115,-331.0565,-552.0059,-176.3479,-26.8447,-118.623,-31.027
116,-333.8957,-595.5337,-177.7467,-14.1284,-89.6871,-33.9502
117,-346.2684,-620.0748,-192.9789,-3.6696,-91.2374,-26.1075
118,-323.2709,-582.7935,-191.5977,12.5904,-82.8833,4.4409
119,-332.8449,-637.8651,-160.9176,27.1521,-37.6229,40.9297
120,-327.5895,-656.5176,-145.3515,-5.9335,7.162,54.3294
121,-322.8336,-663.4621,-129.7067,-45.0813,-8.798,104.3599
122,-335.4255,-682.484,-125.2194,-92.1449,-14.9408,96.9483
123,-277.0194,-637.6595,-148.4222,-110.7052,-3.234,135.7225
124,-263.2168,-641.5744,-157.4914,-161.8716,-33.2667,106.9529
125,-244.1877,-575.9263,-149.9583,-178.4625,-79.5491,71.5239
126,-275.0087,-599.3484,-134.091,-216.1044,-135.9836,89.042
127,-260.8219,-576.0248,-160.7099,-262.2634,-117.1891,143.2964
128,-249.1637,-622.2031,-96.6946,-308.2656,-122.5895,148.3441
129,-215.1954,-563.2153,-88.7059,-288.2395,-139.5853,189.2006
130,-236.4402,-608.7074,-130.7622,-326.0061,-178.5949,156.7475
131,-215.7628,-554.4325,-139.7441,-306.4208,-151.473,102.3375
132,-188.6914,-480.2302,-107.795,-265.2692,-175.5099,56.699
133,-191.2998,-461.322,-115.3003,-241.4165,-148.2597,91.2131
134,-189.3881,-440.986,-107.2234,-275.8428,-168.2526,44.0036
135,-171.9787,-449.0474,-50.1762,-305.2609,-167.8955,114.9562
136,-179.7634,-427.7476,-68.5344,-321.8587,-188.0391,127.8762
137,-194.2412,-461.9328,-71.4671,-364.8768,-223.9577,119.5985
138,-224.2845,-462.8812,-96.317,-415.8432,-284.4125,39.9606
139,-233.7719,-460.5401,-95.4337,-411.7528,-278.2527,43.2097
140,-243.9749,-418.7472,-167.897,-386.5423,-270.9115,5.1545
141,-238.6065,-439.9791,-178.0129,-411.2656,-298.7068,-8.0019
142,-243.131,-456.1595,-208.9366,-428.351,-320.0815,-13.0234
143,-225.0765,-413.2768,-214.7484,-400.371,-317.1693,10.978
144,-208.2402,-403.854,-239.4178,-406.7121,-342.9555,20.7677
