vehicle_id,region_id,start_time,end_time,cost,init_category,base_quality
1,48,72601,73200,19.5,trusted,0.874
1,48,73201,73800,19.5,trusted,0.874
1,48,73801,74400,19.5,trusted,0.874
1,48,74401,75000,19.5,trusted,0.874
1,48,75001,75600,19.5,trusted,0.874
1,48,75601,76200,19.5,trusted,0.874
1,48,76201,76800,19.5,trusted,0.874
1,48,76801,77400,19.5,trusted,0.874
1,48,77401,78000,19.5,trusted,0.874
1,48,78001,78600,19.5,trusted,0.874
1,48,78601,79200,19.5,trusted,0.874
1,48,79201,79800,19.5,trusted,0.874
1,48,79801,80400,19.5,trusted,0.874
1,48,80401,81000,19.5,trusted,0.874
1,48,81001,81600,19.5,trusted,0.874
1,48,81601,82200,19.5,trusted,0.874
1,48,82201,82800,19.5,trusted,0.874
1,48,82801,83400,19.5,trusted,0.874
1,48,83401,84000,19.5,trusted,0.874
1,48,84001,84600,19.5,trusted,0.874
1,48,84601,85200,19.5,trusted,0.874
1,48,85201,85800,19.5,trusted,0.874
1,48,85801,86113,19.5,trusted,0.874
2,45,28877,29179,7.4,unknown,0.607
2,54,29180,29400,7.4,unknown,0.607
2,54,29401,29860,7.4,unknown,0.607
2,44,29861,30000,7.4,unknown,0.607
2,44,30001,30084,7.4,unknown,0.607
2,45,30085,30600,7.4,unknown,0.607
2,45,30601,30989,7.4,unknown,0.607
2,55,30990,31200,7.4,unknown,0.607
2,55,31201,31290,7.4,unknown,0.607
2,65,31291,31592,7.4,unknown,0.607
2,75,31593,31800,7.4,unknown,0.607
2,75,31801,32195,7.4,unknown,0.607
2,86,32196,32400,7.4,unknown,0.607
2,86,32401,33000,7.4,unknown,0.607
2,86,33001,33600,7.4,unknown,0.607
2,86,33601,33768,7.4,unknown,0.607
2,96,33769,34200,7.4,unknown,0.607
2,96,34201,34307,7.4,unknown,0.607
2,76,34308,34608,7.4,unknown,0.607
2,65,34609,34800,7.4,unknown,0.607
2,65,34801,35212,7.4,unknown,0.607
2,55,35213,35400,7.4,unknown,0.607
2,55,35401,35815,7.4,unknown,0.607
2,45,35816,36000,7.4,unknown,0.607
2,45,36001,36181,7.4,unknown,0.607
2,44,36182,36600,7.4,unknown,0.607
2,44,36601,37200,7.4,unknown,0.607
2,44,37201,37387,7.4,unknown,0.607
2,53,37388,37800,7.4,unknown,0.607
2,53,37801,37926,7.4,unknown,0.607
2,43,37927,38292,7.4,unknown,0.607
2,44,38293,38400,7.4,unknown,0.607
2,44,38401,39000,7.4,unknown,0.607
2,44,39001,39132,7.4,unknown,0.607
2,54,39133,39600,7.4,unknown,0.607
2,54,39601,40200,7.4,unknown,0.607
2,54,40201,40800,7.4,unknown,0.607
2,54,40801,40946,7.4,unknown,0.607
2,45,40947,41141,7.4,unknown,0.607
2,55,41142,41400,7.4,unknown,0.607
2,55,41401,42000,7.4,unknown,0.607
2,55,42001,42348,7.4,unknown,0.607
2,45,42349,42600,7.4,unknown,0.607
2,45,42601,43200,7.4,unknown,0.607
2,45,43201,43253,7.4,unknown,0.607
2,35,43254,43661,7.4,unknown,0.607
2,45,43662,43800,7.4,unknown,0.607
2,45,43801,44264,7.4,unknown,0.607
2,55,44265,44400,7.4,unknown,0.607
2,55,44401,45000,7.4,unknown,0.607
2,55,45001,45600,7.4,unknown,0.607
2,55,45601,46200,7.4,unknown,0.607
2,55,46201,46269,7.4,unknown,0.607
2,54,46270,46800,7.4,unknown,0.607
2,54,46801,46979,7.4,unknown,0.607
2,65,46980,47174,7.4,unknown,0.607
2,64,47175,47400,7.4,unknown,0.607
2,64,47401,47475,7.4,unknown,0.607
2,55,47476,48000,7.4,unknown,0.607
2,55,48001,48380,7.4,unknown,0.607
2,45,48381,48600,7.4,unknown,0.607
2,45,48601,49200,7.4,unknown,0.607
2,45,49201,49800,7.4,unknown,0.607
2,45,49801,50400,7.4,unknown,0.607
2,45,50401,51000,7.4,unknown,0.607
2,45,51001,51600,7.4,unknown,0.607
2,45,51601,52200,7.4,unknown,0.607
2,45,52201,52800,7.4,unknown,0.607
2,45,52801,53400,7.4,unknown,0.607
2,45,53401,54000,7.4,unknown,0.607
2,45,54001,54600,7.4,unknown,0.607
2,45,54601,55200,7.4,unknown,0.607
2,45,55201,55800,7.4,unknown,0.607
2,45,55801,56400,7.4,unknown,0.607
2,45,56401,57000,7.4,unknown,0.607
2,45,57001,57600,7.4,unknown,0.607
2,45,57601,58200,7.4,unknown,0.607
2,45,58201,58800,7.4,unknown,0.607
2,45,58801,59400,7.4,unknown,0.607
2,45,59401,59973,7.4,unknown,0.607
2,44,59974,60000,7.4,unknown,0.607
2,44,60001,60600,7.4,unknown,0.607
2,44,60601,61179,7.4,unknown,0.607
2,33,61180,61200,7.4,unknown,0.607
2,33,61201,61481,7.4,unknown,0.607
2,44,61482,61800,7.4,unknown,0.607
2,44,61801,62400,7.4,unknown,0.607
2,44,62401,63000,7.4,unknown,0.607
2,44,63001,63336,7.4,unknown,0.607
2,45,63337,63600,7.4,unknown,0.607
2,45,63601,63894,7.4,unknown,0.607
2,44,63895,64200,7.4,unknown,0.607
2,44,64201,64800,7.4,unknown,0.607
2,44,64801,65400,7.4,unknown,0.607
2,44,65401,65704,7.4,unknown,0.607
2,54,65705,66000,7.4,unknown,0.607
2,54,66001,66600,7.4,unknown,0.607
2,54,66601,67200,7.4,unknown,0.607
2,54,67201,67800,7.4,unknown,0.607
2,54,67801,68400,7.4,unknown,0.607
2,54,68401,69000,7.4,unknown,0.607
2,54,69001,69323,7.4,unknown,0.607
2,53,69324,69600,7.4,unknown,0.607
2,53,69601,70200,7.4,unknown,0.607
2,53,70201,70800,7.4,unknown,0.607
2,53,70801,71400,7.4,unknown,0.607
2,53,71401,71435,7.4,unknown,0.607
2,43,71436,72000,7.4,unknown,0.607
2,43,72001,72600,7.4,unknown,0.607
2,43,72601,73200,7.4,unknown,0.607
2,43,73201,73546,7.4,unknown,0.607
2,54,73547,73800,7.4,unknown,0.607
2,54,73801,74400,7.4,unknown,0.607
2,54,74401,75000,7.4,unknown,0.607
2,54,75001,75356,7.4,unknown,0.607
2,64,75357,75401,7.4,unknown,0.607
2,65,75402,75600,7.4,unknown,0.607
2,65,75601,75960,7.4,unknown,0.607
2,64,75961,76200,7.4,unknown,0.607
2,64,76201,76261,7.4,unknown,0.607
2,65,76262,76800,7.4,unknown,0.607
2,65,76801,76865,7.4,unknown,0.607
2,55,76866,77400,7.4,unknown,0.607
2,55,77401,77770,7.4,unknown,0.607
2,45,77771,78000,7.4,unknown,0.607
2,45,78001,78600,7.4,unknown,0.607
2,45,78601,79200,7.4,unknown,0.607
2,45,79201,79750,7.4,unknown,0.607
3,79,245,600,18.2,unknown,0.943
3,79,601,1200,18.2,unknown,0.943
3,79,1201,1800,18.2,unknown,0.943
3,79,1801,2400,18.2,unknown,0.943
3,79,2401,3000,18.2,unknown,0.943
3,79,3001,3600,18.2,unknown,0.943
3,79,3601,4200,18.2,unknown,0.943
3,79,4201,4800,18.2,unknown,0.943
3,79,4801,5400,18.2,unknown,0.943
3,79,5401,6000,18.2,unknown,0.943
3,79,6001,6600,18.2,unknown,0.943
3,79,6601,7200,18.2,unknown,0.943
3,79,7201,7800,18.2,unknown,0.943
3,79,7801,8400,18.2,unknown,0.943
3,79,8401,9000,18.2,unknown,0.943
3,79,9001,9600,18.2,unknown,0.943
3,79,9601,10200,18.2,unknown,0.943
3,79,10201,10800,18.2,unknown,0.943
3,79,10801,11400,18.2,unknown,0.943
3,79,11401,12000,18.2,unknown,0.943
3,79,12001,12600,18.2,unknown,0.943
3,79,12601,13200,18.2,unknown,0.943
3,79,13201,13800,18.2,unknown,0.943
3,79,13801,14400,18.2,unknown,0.943
3,79,14401,15000,18.2,unknown,0.943
3,79,15001,15600,18.2,unknown,0.943
3,79,15601,16200,18.2,unknown,0.943
3,79,16201,16800,18.2,unknown,0.943
3,79,16801,17400,18.2,unknown,0.943
3,79,17401,18000,18.2,unknown,0.943
3,79,18001,18600,18.2,unknown,0.943
3,79,18601,19200,18.2,unknown,0.943
3,79,19201,19800,18.2,unknown,0.943
3,79,19801,20400,18.2,unknown,0.943
3,79,20401,21000,18.2,unknown,0.943
3,79,21001,21600,18.2,unknown,0.943
3,79,21601,22200,18.2,unknown,0.943
3,79,22201,22800,18.2,unknown,0.943
3,79,22801,23400,18.2,unknown,0.943
3,79,23401,24000,18.2,unknown,0.943
3,79,24001,24600,18.2,unknown,0.943
3,79,24601,25200,18.2,unknown,0.943
3,79,25201,25800,18.2,unknown,0.943
3,79,25801,26400,18.2,unknown,0.943
3,79,26401,27000,18.2,unknown,0.943
3,79,27001,27600,18.2,unknown,0.943
3,79,27601,28200,18.2,unknown,0.943
3,79,28201,28800,18.2,unknown,0.943
3,79,28801,29400,18.2,unknown,0.943
3,79,29401,30000,18.2,unknown,0.943
3,79,30001,30600,18.2,unknown,0.943
3,79,30601,31200,18.2,unknown,0.943
3,79,31201,31800,18.2,unknown,0.943
3,79,31801,32400,18.2,unknown,0.943
3,79,32401,33000,18.2,unknown,0.943
3,79,33001,33600,18.2,unknown,0.943
3,79,33601,34200,18.2,unknown,0.943
3,79,34201,34442,18.2,unknown,0.943
3,89,34443,34742,18.2,unknown,0.943
3,88,34743,34800,18.2,unknown,0.943
3,88,34801,35400,18.2,unknown,0.943
3,88,35401,35641,18.2,unknown,0.943
3,78,35642,35941,18.2,unknown,0.943
3,67,35942,36000,18.2,unknown,0.943
3,67,36001,36241,18.2,unknown,0.943
3,57,36242,36600,18.2,unknown,0.943
3,57,36601,37141,18.2,unknown,0.943
3,56,37142,37200,18.2,unknown,0.943
3,56,37201,37800,18.2,unknown,0.943
3,56,37801,38042,18.2,unknown,0.943
3,57,38043,38400,18.2,unknown,0.943
3,57,38401,39000,18.2,unknown,0.943
3,57,39001,39241,18.2,unknown,0.943
3,56,39242,39600,18.2,unknown,0.943
3,56,39601,39841,18.2,unknown,0.943
3,55,39842,40200,18.2,unknown,0.943
3,55,40201,40800,18.2,unknown,0.943
3,55,40801,41400,18.2,unknown,0.943
3,55,41401,42000,18.2,unknown,0.943
3,55,42001,42600,18.2,unknown,0.943
3,55,42601,43200,18.2,unknown,0.943
3,55,43201,43441,18.2,unknown,0.943
3,66,43442,43800,18.2,unknown,0.943
3,66,43801,44340,18.2,unknown,0.943
3,56,44341,44400,18.2,unknown,0.943
3,56,44401,45000,18.2,unknown,0.943
3,56,45001,45240,18.2,unknown,0.943
3,55,45241,45600,18.2,unknown,0.943
3,55,45601,46200,18.2,unknown,0.943
3,55,46201,46800,18.2,unknown,0.943
3,55,46801,47400,18.2,unknown,0.943
3,55,47401,48000,18.2,unknown,0.943
3,55,48001,48600,18.2,unknown,0.943
3,55,48601,49200,18.2,unknown,0.943
3,55,49201,49440,18.2,unknown,0.943
3,54,49441,49800,18.2,unknown,0.943
3,54,49801,50400,18.2,unknown,0.943
3,54,50401,50640,18.2,unknown,0.943
3,53,50641,51000,18.2,unknown,0.943
3,53,51001,51600,18.2,unknown,0.943
3,53,51601,52200,18.2,unknown,0.943
3,53,52201,52440,18.2,unknown,0.943
3,63,52441,52740,18.2,unknown,0.943
3,64,52741,52800,18.2,unknown,0.943
3,64,52801,53400,18.2,unknown,0.943
3,64,53401,53940,18.2,unknown,0.943
3,54,53941,54000,18.2,unknown,0.943
3,54,54001,54539,18.2,unknown,0.943
3,55,54540,54600,18.2,unknown,0.943
3,55,54601,54839,18.2,unknown,0.943
3,54,54840,55200,18.2,unknown,0.943
3,54,55201,55439,18.2,unknown,0.943
3,44,55440,55800,18.2,unknown,0.943
3,44,55801,56400,18.2,unknown,0.943
3,44,56401,56940,18.2,unknown,0.943
3,45,56941,57000,18.2,unknown,0.943
3,45,57001,57600,18.2,unknown,0.943
3,45,57601,58200,18.2,unknown,0.943
3,45,58201,58440,18.2,unknown,0.943
3,55,58441,58800,18.2,unknown,0.943
3,55,58801,59400,18.2,unknown,0.943
3,55,59401,60000,18.2,unknown,0.943
3,55,60001,60600,18.2,unknown,0.943
3,55,60601,61139,18.2,unknown,0.943
3,65,61140,61200,18.2,unknown,0.943
3,65,61201,61800,18.2,unknown,0.943
3,65,61801,62400,18.2,unknown,0.943
3,65,62401,63000,18.2,unknown,0.943
3,65,63001,63600,18.2,unknown,0.943
3,65,63601,63838,18.2,unknown,0.943
3,55,63839,64200,18.2,unknown,0.943
3,55,64201,64800,18.2,unknown,0.943
3,55,64801,65400,18.2,unknown,0.943
3,55,65401,66000,18.2,unknown,0.943
3,55,66001,66600,18.2,unknown,0.943
3,55,66601,67200,18.2,unknown,0.943
3,55,67201,67739,18.2,unknown,0.943
3,54,67740,67800,18.2,unknown,0.943
3,54,67801,68400,18.2,unknown,0.943
3,54,68401,68639,18.2,unknown,0.943
3,55,68640,69000,18.2,unknown,0.943
3,55,69001,69239,18.2,unknown,0.943
3,65,69240,69538,18.2,unknown,0.943
3,64,69539,69600,18.2,unknown,0.943
3,64,69601,70200,18.2,unknown,0.943
3,64,70201,70800,18.2,unknown,0.943
3,64,70801,71338,18.2,unknown,0.943
3,54,71339,71400,18.2,unknown,0.943
3,54,71401,72000,18.2,unknown,0.943
3,54,72001,72600,18.2,unknown,0.943
3,54,72601,72838,18.2,unknown,0.943
3,64,72839,73200,18.2,unknown,0.943
3,64,73201,73800,18.2,unknown,0.943
3,64,73801,74400,18.2,unknown,0.943
3,64,74401,74637,18.2,unknown,0.943
3,65,74638,75000,18.2,unknown,0.943
3,65,75001,75238,18.2,unknown,0.943
3,64,75239,75600,18.2,unknown,0.943
3,64,75601,76200,18.2,unknown,0.943
3,64,76201,76800,18.2,unknown,0.943
3,64,76801,77400,18.2,unknown,0.943
3,64,77401,78000,18.2,unknown,0.943
3,64,78001,78600,18.2,unknown,0.943
3,64,78601,78837,18.2,unknown,0.943
3,54,78838,79200,18.2,unknown,0.943
3,54,79201,79800,18.2,unknown,0.943
3,54,79801,80400,18.2,unknown,0.943
3,54,80401,80937,18.2,unknown,0.943
3,55,80938,81000,18.2,unknown,0.943
3,55,81001,81537,18.2,unknown,0.943
3,54,81538,81600,18.2,unknown,0.943
3,54,81601,82137,18.2,unknown,0.943
3,55,82138,82200,18.2,unknown,0.943
3,55,82201,82800,18.2,unknown,0.943
3,55,82801,83400,18.2,unknown,0.943
3,55,83401,84000,18.2,unknown,0.943
3,55,84001,84237,18.2,unknown,0.943
3,56,84238,84600,18.2,unknown,0.943
3,56,84601,85200,18.2,unknown,0.943
3,56,85201,85436,18.2,unknown,0.943
3,57,85437,85800,18.2,unknown,0.943
3,57,85801,86336,18.2,unknown,0.943
4,59,907,1200,20.0,malicious,0.218
4,59,1201,1800,20.0,malicious,0.218
4,59,1801,2400,20.0,malicious,0.218
4,59,2401,3000,20.0,malicious,0.218
4,59,3001,3600,20.0,malicious,0.218
4,59,3601,4200,20.0,malicious,0.218
4,59,4201,4800,20.0,malicious,0.218
4,59,4801,5400,20.0,malicious,0.218
4,59,5401,6000,20.0,malicious,0.218
4,59,6001,6600,20.0,malicious,0.218
4,59,6601,7200,20.0,malicious,0.218
4,59,7201,7800,20.0,malicious,0.218
4,59,7801,8400,20.0,malicious,0.218
4,59,8401,9000,20.0,malicious,0.218
4,59,9001,9600,20.0,malicious,0.218
4,59,9601,10200,20.0,malicious,0.218
4,59,10201,10800,20.0,malicious,0.218
4,59,10801,11400,20.0,malicious,0.218
4,59,11401,12000,20.0,malicious,0.218
4,59,12001,12600,20.0,malicious,0.218
4,59,12601,13200,20.0,malicious,0.218
4,59,13201,13800,20.0,malicious,0.218
4,59,13801,14400,20.0,malicious,0.218
4,59,14401,15000,20.0,malicious,0.218
4,59,15001,15600,20.0,malicious,0.218
4,59,15601,16200,20.0,malicious,0.218
4,59,16201,16800,20.0,malicious,0.218
4,59,16801,17400,20.0,malicious,0.218
4,59,17401,18000,20.0,malicious,0.218
4,59,18001,18600,20.0,malicious,0.218
4,59,18601,19200,20.0,malicious,0.218
4,59,19201,19800,20.0,malicious,0.218
4,59,19801,20400,20.0,malicious,0.218
4,59,20401,21000,20.0,malicious,0.218
4,59,21001,21600,20.0,malicious,0.218
4,59,21601,22200,20.0,malicious,0.218
4,59,22201,22800,20.0,malicious,0.218
4,59,22801,23400,20.0,malicious,0.218
4,59,23401,24000,20.0,malicious,0.218
4,59,24001,24600,20.0,malicious,0.218
4,59,24601,25200,20.0,malicious,0.218
4,59,25201,25800,20.0,malicious,0.218
4,59,25801,26400,20.0,malicious,0.218
4,59,26401,27000,20.0,malicious,0.218
4,59,27001,27600,20.0,malicious,0.218
4,59,27601,28200,20.0,malicious,0.218
4,59,28201,28800,20.0,malicious,0.218
4,59,28801,29400,20.0,malicious,0.218
4,59,29401,30000,20.0,malicious,0.218
4,59,30001,30600,20.0,malicious,0.218
4,59,30601,31200,20.0,malicious,0.218
4,59,31201,31800,20.0,malicious,0.218
4,59,31801,32400,20.0,malicious,0.218
4,59,32401,33000,20.0,malicious,0.218
4,59,33001,33600,20.0,malicious,0.218
4,59,33601,34200,20.0,malicious,0.218
4,59,34201,34800,20.0,malicious,0.218
4,59,34801,35400,20.0,malicious,0.218
4,59,35401,36000,20.0,malicious,0.218
4,59,36001,36600,20.0,malicious,0.218
4,59,36601,37200,20.0,malicious,0.218
4,59,37201,37800,20.0,malicious,0.218
4,59,37801,38103,20.0,malicious,0.218
4,58,38104,38400,20.0,malicious,0.218
4,58,38401,39000,20.0,malicious,0.218
4,58,39001,39302,20.0,malicious,0.218
4,57,39303,39600,20.0,malicious,0.218
4,57,39601,40200,20.0,malicious,0.218
4,57,40201,40800,20.0,malicious,0.218
4,57,40801,41102,20.0,malicious,0.218
4,55,41103,41400,20.0,malicious,0.218
4,55,41401,42000,20.0,malicious,0.218
4,55,42001,42600,20.0,malicious,0.218
4,55,42601,43200,20.0,malicious,0.218
4,55,43201,43800,20.0,malicious,0.218
4,55,43801,44400,20.0,malicious,0.218
4,55,44401,45000,20.0,malicious,0.218
4,55,45001,45600,20.0,malicious,0.218
4,55,45601,46200,20.0,malicious,0.218
4,55,46201,46800,20.0,malicious,0.218
4,55,46801,47400,20.0,malicious,0.218
4,55,47401,48000,20.0,malicious,0.218
4,55,48001,48600,20.0,malicious,0.218
4,55,48601,49200,20.0,malicious,0.218
4,55,49201,49800,20.0,malicious,0.218
4,55,49801,50400,20.0,malicious,0.218
4,55,50401,51000,20.0,malicious,0.218
4,55,51001,51600,20.0,malicious,0.218
4,55,51601,52200,20.0,malicious,0.218
4,55,52201,52800,20.0,malicious,0.218
4,55,52801,52873,20.0,malicious,0.218
4,48,52874,53400,20.0,malicious,0.218
4,48,53401,54000,20.0,malicious,0.218
4,48,54001,54600,20.0,malicious,0.218
4,48,54601,54673,20.0,malicious,0.218
4,58,54674,55200,20.0,malicious,0.218
4,58,55201,55800,20.0,malicious,0.218
4,58,55801,55873,20.0,malicious,0.218
4,57,55874,56400,20.0,malicious,0.218
4,57,56401,56473,20.0,malicious,0.218
4,56,56474,57000,20.0,malicious,0.218
4,56,57001,57600,20.0,malicious,0.218
4,56,57601,58200,20.0,malicious,0.218
4,56,58201,58800,20.0,malicious,0.218
4,56,58801,59400,20.0,malicious,0.218
4,56,59401,60000,20.0,malicious,0.218
4,56,60001,60600,20.0,malicious,0.218
4,56,60601,61200,20.0,malicious,0.218
4,56,61201,61800,20.0,malicious,0.218
4,56,61801,62400,20.0,malicious,0.218
4,56,62401,63000,20.0,malicious,0.218
4,56,63001,63600,20.0,malicious,0.218
4,56,63601,64200,20.0,malicious,0.218
4,56,64201,64800,20.0,malicious,0.218
4,56,64801,65400,20.0,malicious,0.218
4,56,65401,66000,20.0,malicious,0.218
4,56,66001,66600,20.0,malicious,0.218
4,56,66601,67200,20.0,malicious,0.218
4,56,67201,67800,20.0,malicious,0.218
4,56,67801,68400,20.0,malicious,0.218
4,56,68401,69000,20.0,malicious,0.218
4,56,69001,69600,20.0,malicious,0.218
4,56,69601,70200,20.0,malicious,0.218
4,56,70201,70800,20.0,malicious,0.218
4,56,70801,71400,20.0,malicious,0.218
4,56,71401,72000,20.0,malicious,0.218
4,56,72001,72600,20.0,malicious,0.218
4,56,72601,73200,20.0,malicious,0.218
4,56,73201,73800,20.0,malicious,0.218
4,56,73801,74400,20.0,malicious,0.218
4,56,74401,75000,20.0,malicious,0.218
4,56,75001,75600,20.0,malicious,0.218
4,56,75601,76200,20.0,malicious,0.218
4,56,76201,76800,20.0,malicious,0.218
4,56,76801,77400,20.0,malicious,0.218
4,56,77401,78000,20.0,malicious,0.218
4,56,78001,78600,20.0,malicious,0.218
4,56,78601,79200,20.0,malicious,0.218
4,56,79201,79800,20.0,malicious,0.218
4,56,79801,79941,20.0,malicious,0.218
4,45,79942,80400,20.0,malicious,0.218
4,45,80401,81000,20.0,malicious,0.218
4,45,81001,81600,20.0,malicious,0.218
4,45,81601,82200,20.0,malicious,0.218
4,45,82201,82800,20.0,malicious,0.218
4,45,82801,83400,20.0,malicious,0.218
4,45,83401,84000,20.0,malicious,0.218
4,45,84001,84600,20.0,malicious,0.218
4,45,84601,85200,20.0,malicious,0.218
4,45,85201,85800,20.0,malicious,0.218
4,45,85801,85939,20.0,malicious,0.218
5,47,181,600,15.6,malicious,0.192
5,47,601,782,15.6,malicious,0.192
5,46,783,1200,15.6,malicious,0.192
5,46,1201,1382,15.6,malicious,0.192
5,36,1383,1800,15.6,malicious,0.192
5,36,1801,2400,15.6,malicious,0.192
5,36,2401,3000,15.6,malicious,0.192
5,36,3001,3600,15.6,malicious,0.192
5,36,3601,4200,15.6,malicious,0.192
5,36,4201,4800,15.6,malicious,0.192
5,36,4801,5400,15.6,malicious,0.192
5,36,5401,6000,15.6,malicious,0.192
5,36,6001,6600,15.6,malicious,0.192
5,36,6601,7200,15.6,malicious,0.192
5,36,7201,7800,15.6,malicious,0.192
5,36,7801,8400,15.6,malicious,0.192
5,36,8401,9000,15.6,malicious,0.192
5,36,9001,9600,15.6,malicious,0.192
5,36,9601,10200,15.6,malicious,0.192
5,36,10201,10800,15.6,malicious,0.192
