round,random,epsilon_first,cmab,cmab_trust,cmab_trust_pgrd,truthride
133,-234.8666,-694.9626,39.9215,109.3468,54.8127,283.8143
134,-243.7825,-665.6099,57.6103,73.9566,3.8917,203.9084
135,-212.7651,-671.9778,101.8276,54.5342,55.4369,256.3908
136,-206.5903,-640.4989,74.3791,-15.5643,5.9973,240.1725
137,-226.0131,-692.2927,80.1357,-41.3156,-4.9347,270.0752
138,-275.1533,-693.5943,11.8737,-133.5903,-110.0499,175.0709
139,-231.2847,-692.4975,-19.3274,-132.6676,-95.7094,205.2918
140,-250.0435,-632.7027,-137.1411,-188.8875,-143.8407,152.6372
141,-250.2067,-663.7298,-197.9889,-207.4412,-156.1161,176.6297
142,-292.9851,-688.0005,-228.4718,-243.115,-146.6965,157.4475
143,-263.6876,-621.445,-245.7095,-258.7844,-163.8747,179.0551
144,-312.3459,-606.7441,-274.6521,-313.7241,-185.8636,166.301
