task_id,region_id,start_time,end_time,required_workers
t26_01,26,66000,66600,1
t44_09,44,54000,54600,1
t45_08,45,57000,57600,1
t46_29,46,59400,60000,1
t46_30,46,83400,84000,1
t46_31,46,60600,61200,1
t84_00,84,81000,81600,1
t46_32,46,58800,59400,1
t54_02,54,79800,80400,1
t65_08,65,82800,83400,1
t55_09,55,82800,83400,1
t44_10,44,61800,62400,1
t65_09,65,53400,54000,1
t26_02,26,80400,81000,1
t74_01,74,63600,64200,1
t54_03,54,78000,78600,1
t46_33,46,60600,61200,1
t46_34,46,49200,49800,1
t46_35,46,46800,47400,1
t65_10,65,72600,73200,1
t47_04,47,78600,79200,1
t44_11,44,66000,66600,1
t65_11,65,52200,52800,1
t46_36,46,67200,67800,1
t44_12,44,78600,79200,1
t64_07,64,78600,79200,1
t25_00,25,28800,29400,1
t55_10,55,80400,81000,1
t64_08,64,64800,65400,1
t46_37,46,81000,81600,1
t46_38,46,46200,46800,1
t33_01,33,52800,53400,1
t55_11,55,42600,43200,1
t55_12,55,46800,47400,1
t45_09,45,65400,66000,1
t47_05,47,64200,64800,1
t53_04,53,55200,55800,1
t65_12,65,66000,66600,1
t46_39,46,66600,67200,1
t65_13,65,58800,59400,1
t64_09,64,51600,52200,1
t56_12,56,60600,61200,1
t47_06,47,69000,69600,1
t64_10,64,72600,73200,1
t84_01,84,56400,57000,1
t93_00,93,62400,63000,1
t65_14,65,54000,54600,1
t65_15,65,57600,58200,1
t52_02,52,49200,49800,1
t47_07,47,64200,64800,1
t43_01,43,64800,65400,1
t55_13,55,63000,63600,1
t46_40,46,61800,62400,1
t55_14,55,54600,55200,1
t47_08,47,67200,67800,1
t46_41,46,60600,61200,1
t47_09,47,54600,55200,1
t46_42,46,67800,68400,1
t43_02,43,44400,45000,1
t36_07,36,77400,78000,1
t55_15,55,55800,56400,1
t46_43,46,83400,84000,1
t75_02,75,72000,72600,1
t44_13,44,55200,55800,1
t53_05,53,48000,48600,1
t46_44,46,76200,76800,1
t84_02,84,70800,71400,1
t54_04,54,66600,67200,1
t46_45,46,66000,66600,1
t64_11,64,74400,75000,1
t55_16,55,60600,61200,1
t53_06,53,78600,79200,1
t46_46,46,85800,86400,1
t46_47,46,45000,45600,1
t36_08,36,72000,72600,1
t37_04,37,51000,51600,1
t45_10,45,53400,54000,1
t65_16,65,84000,84600,1
t37_05,37,85800,86400,1
t75_03,75,81000,81600,1
t46_48,46,70200,70800,1
t74_02,74,76800,77400,1
t46_49,46,72000,72600,1
t44_14,44,82800,83400,1
t74_03,74,83400,84000,1
t55_17,55,34800,35400,1
t73_00,73,59400,60000,1
t35_03,35,67800,68400,1
t34_03,34,55800,56400,1
t47_10,47,52200,52800,1
t45_11,45,74400,75000,1
t64_12,64,58800,59400,1
t36_09,36,81600,82200,1
t45_12,45,28800,29400,1
t45_13,45,50400,51000,1
t18_02,18,67200,67800,1
t55_18,55,41400,42000,1
t65_17,65,85800,86400,1
t47_11,47,84600,85200,1
t65_18,65,63000,63600,1
t36_10,36,66000,66600,1
t18_03,18,60600,61200,1
t44_15,44,82800,83400,1
t54_05,54,56400,57000,1
t56_13,56,81000,81600,1
t46_50,46,63600,64200,1
t36_11,36,64800,65400,1
t84_03,84,71400,72000,1
t07_01,7,63600,64200,1
t36_12,36,48000,48600,1
t46_51,46,49200,49800,1
t65_19,65,73800,74400,1
t45_14,45,80400,81000,1
t46_52,46,75000,75600,1
t46_53,46,84000,84600,1
t56_14,56,75600,76200,1
t46_54,46,76800,77400,1
t84_04,84,80400,81000,1
t18_04,18,48600,49200,1
t37_06,37,69000,69600,1
t26_03,26,64800,65400,1
t46_55,46,50400,51000,1
t34_04,34,73800,74400,1
t46_56,46,37200,37800,1
t36_13,36,43800,44400,1
t64_13,64,69000,69600,1
t35_04,35,46800,47400,1
t46_57,46,83400,84000,1
t37_07,37,61200,61800,1
t46_58,46,56400,57000,1
t64_14,64,67200,67800,1
t55_19,55,73200,73800,1
t35_05,35,49200,49800,1
t46_59,46,52200,52800,1
t53_07,53,58200,58800,1
t42_00,42,66000,66600,1
t46_60,46,85200,85800,1
t45_15,45,83400,84000,1
t64_15,64,56400,57000,1
t56_15,56,46800,47400,1
t66_00,66,69600,70200,1
t46_61,46,66600,67200,1
t84_05,84,78600,79200,1
t55_20,55,55800,56400,1
t64_16,64,84000,84600,1
t46_62,46,69600,70200,1
t83_01,83,55200,55800,1
t74_04,74,85200,85800,1
t35_06,35,69000,69600,1
t47_12,47,35400,36000,1
t55_21,55,82200,82800,1
t47_13,47,55800,56400,1
t47_14,47,65400,66000,1
t46_63,46,66000,66600,1
t44_16,44,76800,77400,1
t24_00,24,72600,73200,1
t44_17,44,78000,78600,1
t74_05,74,86400,87000,1
t64_17,64,79200,79800,1
t65_20,65,59400,60000,1
t47_15,47,73200,73800,1
t54_06,54,75000,75600,1
t54_07,54,63600,64200,1
t46_64,46,78000,78600,1
t65_21,65,58800,59400,1
t47_16,47,83400,84000,1
t47_17,47,66600,67200,1
t45_16,45,76200,76800,1
t47_18,47,73200,73800,1
t54_08,54,7800,8400,1
t54_09,54,77400,78000,1
t56_16,56,52200,52800,1
t53_08,53,75600,76200,1
t56_17,56,67200,67800,1
t56_18,56,67200,67800,1
t46_65,46,50400,51000,1
t56_19,56,74400,75000,1
t46_66,46,58800,59400,1
t65_22,65,67200,67800,1
t36_14,36,59400,60000,1
t44_18,44,71400,72000,1
t54_10,54,84000,84600,1
t52_03,52,64800,65400,1
t65_23,65,84600,85200,1
t35_07,35,78000,78600,1
t65_24,65,80400,81000,1
t46_67,46,48000,48600,1
t65_25,65,83400,84000,1
t46_68,46,45600,46200,1
t46_69,46,57000,57600,1
t44_19,44,57600,58200,1
t94_01,94,84000,84600,1
t84_06,84,55200,55800,1
t56_20,56,36600,37200,1
t36_15,36,63000,63600,1
t56_21,56,39600,40200,1
t55_22,55,52200,52800,1
t47_19,47,42000,42600,1
t46_70,46,34200,34800,1
t54_11,54,84000,84600,1
t55_23,55,73800,74400,1
t55_24,55,81000,81600,1
t64_18,64,48000,48600,1
t46_71,46,63600,64200,1
t44_20,44,72000,72600,1
t44_21,44,66000,66600,1
t46_72,46,26400,27000,1
t37_08,37,69000,69600,1
t56_22,56,57600,58200,1
t65_26,65,58800,59400,1
t65_27,65,84600,85200,1
t55_25,55,46800,47400,1
t37_09,37,65400,66000,1
t35_08,35,64800,65400,1
t56_23,56,81000,81600,1
t46_73,46,78000,78600,1
t46_74,46,47400,48000,1
t46_75,46,44400,45000,1
t47_20,47,63000,63600,1
t46_76,46,84000,84600,1
t44_22,44,67200,67800,1
t36_16,36,80400,81000,1
t54_12,54,72000,72600,1
t65_28,65,81600,82200,1
t55_26,55,82800,83400,1
t47_21,47,65400,66000,1
t47_22,47,57600,58200,1
t44_23,44,72600,73200,1
t34_05,34,76800,77400,1
t45_17,45,62400,63000,1
t46_77,46,73200,73800,1
t44_24,44,81600,82200,1
t54_13,54,82800,83400,1
t46_78,46,49200,49800,1
t36_17,36,72600,73200,1
t65_29,65,40200,40800,1
t46_79,46,58800,59400,1
t55_27,55,76200,76800,1
t34_06,34,54600,55200,1
t84_07,84,63600,64200,1
t47_23,47,57600,58200,1
t46_80,46,82800,83400,1
t54_14,54,56400,57000,1
t56_24,56,82800,83400,1
t45_18,45,84600,85200,1
t46_81,46,79200,79800,1
t47_24,47,58200,58800,1
t36_18,36,48000,48600,1
t35_09,35,37800,38400,1
t44_25,44,67800,68400,1
t53_09,53,54600,55200,1
t35_10,35,60600,61200,1
t46_82,46,40200,40800,1
t46_83,46,45600,46200,1
t47_25,47,19200,19800,1
t65_30,65,70800,71400,1
t47_26,47,46200,46800,1
t56_25,56,29400,30000,1
t35_11,35,69000,69600,1
t45_19,45,63600,64200,1
t44_26,44,79200,79800,1
t56_26,56,36600,37200,1
t55_28,55,73800,74400,1
t65_31,65,55800,56400,1
t56_27,56,67800,68400,1
t37_10,37,47400,48000,1
t53_10,53,60000,60600,1
t47_27,47,73800,74400,1
t18_05,18,81600,82200,1
t54_15,54,65400,66000,1
t45_20,45,72600,73200,1
t35_12,35,70200,70800,1
t55_29,55,60000,60600,1
t54_16,54,52200,52800,1
t54_17,54,84600,85200,1
t47_28,47,60600,61200,1
t42_01,42,84000,84600,1
t27_01,27,75000,75600,1
t65_32,65,73200,73800,1
t46_84,46,63000,63600,1
t18_06,18,58200,58800,1
t56_28,56,58800,59400,1
t47_29,47,51000,51600,1
t64_19,64,61800,62400,1
t36_19,36,60000,60600,1
t45_21,45,53400,54000,1
t45_22,45,78000,78600,1
t46_85,46,79800,80400,1
t64_20,64,36600,37200,1
t15_00,15,43200,43800,1
t56_29,56,57600,58200,1
t55_30,55,32400,33000,1
t54_18,54,66600,67200,1
t52_04,52,60600,61200,1
t37_11,37,49200,49800,1
t46_86,46,75600,76200,1
t46_87,46,79800,80400,1
t46_88,46,56400,57000,1
t46_89,46,70800,71400,1
t44_27,44,79200,79800,1
t44_28,44,41400,42000,1
t36_20,36,84000,84600,1
t53_11,53,64800,65400,1
t56_30,56,82800,83400,1
t65_33,65,83400,84000,1
t54_19,54,66000,66600,1
t46_90,46,81000,81600,1
t56_31,56,84000,84600,1
t46_91,46,83400,84000,1
t55_31,55,81600,82200,1
t55_32,55,82200,82800,1
t56_32,56,61800,62400,1
t35_13,35,72000,72600,1
t56_33,56,31200,31800,1
t45_23,45,60600,61200,1
t35_14,35,37800,38400,1
t84_08,84,75600,76200,1
t55_33,55,48000,48600,1
t07_02,7,60600,61200,1
t65_34,65,72600,73200,1
t56_34,56,71400,72000,1
t61_00,61,83400,84000,1
t44_29,44,81000,81600,1
t45_24,45,39000,39600,1
t84_09,84,78600,79200,1
t47_30,47,51000,51600,1
t65_35,65,76800,77400,1
t44_30,44,52800,53400,1
t55_34,55,78600,79200,1
t27_02,27,81600,82200,1
t65_36,65,81000,81600,1
t63_02,63,58200,58800,1
t64_21,64,37800,38400,1
t44_31,44,59400,60000,1
t47_31,47,69000,69600,1
t27_03,27,65400,66000,1
t63_03,63,26400,27000,1
t84_10,84,75600,76200,1
t45_25,45,50400,51000,1
t36_21,36,54600,55200,1
t47_32,47,58800,59400,1
t26_04,26,37800,38400,1
t45_26,45,75600,76200,1
t25_01,25,61200,61800,1
t83_02,83,81600,82200,1
t47_33,47,85200,85800,1
t45_27,45,36600,37200,1
t34_07,34,84600,85200,1
t56_35,56,84600,85200,1
t64_22,64,75600,76200,1
t52_05,52,45000,45600,1
t55_35,55,42000,42600,1
t27_04,27,51000,51600,1
t46_92,46,55800,56400,1
t47_34,47,56400,57000,1
t73_01,73,78600,79200,1
t45_28,45,39000,39600,1
t35_15,35,60600,61200,1
t44_32,44,86400,87000,1
t56_36,56,63600,64200,1
t36_22,36,84600,85200,1
t46_93,46,72000,72600,1
t56_37,56,70200,70800,1
t53_12,53,30000,30600,1
t44_33,44,28800,29400,1
t84_11,84,45600,46200,1
t18_07,18,85800,86400,1
t45_29,45,83400,84000,1
t56_38,56,84600,85200,1
t46_94,46,64800,65400,1
t46_95,46,45000,45600,1
t56_39,56,70200,70800,1
t53_13,53,84600,85200,1
t37_12,37,44400,45000,1
t54_20,54,64200,64800,1
t66_01,66,62400,63000,1
t46_96,46,75600,76200,1
t46_97,46,71400,72000,1
t45_30,45,24600,25200,1
t74_06,74,56400,57000,1
t55_36,55,49800,50400,1
t54_21,54,82200,82800,1
t64_23,64,33600,34200,1
t26_05,26,61200,61800,1
t47_35,47,70800,71400,1
t54_22,54,68400,69000,1
t37_13,37,79200,79800,1
t56_40,56,59400,60000,1
t64_24,64,50400,51000,1
t46_98,46,61200,61800,1
t64_25,64,57600,58200,1
t46_99,46,75600,76200,1
t53_14,53,85200,85800,1
t46_100,46,71400,72000,1
t56_41,56,58200,58800,1
t47_36,47,81000,81600,1
t65_37,65,63000,63600,1
t46_101,46,75600,76200,1
t47_37,47,78600,79200,1
t46_102,46,85800,86400,1
t56_42,56,67800,68400,1
t65_38,65,77400,78000,1
t53_15,53,83400,84000,1
t75_04,75,66600,67200,1
t26_06,26,51000,51600,1
t46_103,46,84600,85200,1
t54_23,54,66000,66600,1
t54_24,54,78600,79200,1
t75_05,75,67800,68400,1
t46_104,46,73800,74400,1
t46_105,46,67800,68400,1
t56_43,56,81000,81600,1
t56_44,56,66000,66600,1
t55_37,55,38400,39000,1
t15_01,15,42600,43200,1
t43_03,43,66000,66600,1
t54_25,54,77400,78000,1
t35_16,35,85200,85800,1
t45_31,45,72000,72600,1
t65_39,65,61200,61800,1
t43_04,43,49200,49800,1
t47_38,47,75600,76200,1
t36_23,36,5400,6000,1
t46_106,46,82200,82800,1
t46_107,46,69000,69600,1
t56_45,56,75000,75600,1
t45_32,45,63000,63600,1
t37_14,37,73200,73800,1
t44_34,44,52200,52800,1
t46_108,46,77400,78000,1
t46_109,46,64800,65400,1
t46_110,46,72600,73200,1
t37_15,37,70800,71400,1
t45_33,45,75000,75600,1
t56_46,56,42000,42600,1
t46_111,46,63600,64200,1
t25_02,25,57600,58200,1
t63_04,63,52800,53400,1
t45_34,45,50400,51000,1
t36_24,36,64800,65400,1
t46_112,46,37200,37800,1
t46_113,46,46800,47400,1
t56_47,56,82200,82800,1
t62_01,62,78000,78600,1
t56_48,56,66600,67200,1
t56_49,56,70200,70800,1
t37_16,37,61800,62400,1
t56_50,56,45000,45600,1
t36_25,36,60000,60600,1
t43_05,43,71400,72000,1
t46_114,46,73200,73800,1
t44_35,44,69600,70200,1
t47_39,47,38400,39000,1
t46_115,46,27600,28200,1
t47_40,47,74400,75000,1
t46_116,46,84600,85200,1
t46_117,46,61200,61800,1
t46_118,46,60000,60600,1
t47_41,47,67200,67800,1
t46_119,46,79800,80400,1
t36_26,36,79200,79800,1
t34_08,34,45000,45600,1
t65_40,65,84600,85200,1
t55_38,55,73200,73800,1
t56_51,56,72000,72600,1
t56_52,56,76800,77400,1
t84_12,84,85200,85800,1
t65_41,65,69600,70200,1
t45_35,45,86400,87000,1
t36_27,36,67800,68400,1
t64_26,64,57000,57600,1
t53_16,53,66600,67200,1
t56_53,56,57000,57600,1
t36_28,36,43200,43800,1
t47_42,47,73800,74400,1
t46_120,46,60000,60600,1
t64_27,64,67200,67800,1
t64_28,64,73800,74400,1
t55_39,55,57000,57600,1
t18_08,18,67800,68400,1
t46_121,46,66600,67200,1
t53_17,53,66600,67200,1
t55_40,55,76800,77400,1
t53_18,53,55800,56400,1
t65_42,65,81000,81600,1
t18_09,18,83400,84000,1
t46_122,46,60600,61200,1
t46_123,46,27600,28200,1
t34_09,34,82800,83400,1
t44_36,44,52200,52800,1
t36_29,36,72000,72600,1
t75_06,75,58800,59400,1
t37_17,37,77400,78000,1
t36_30,36,68400,69000,1
t41_00,41,40800,41400,1
t46_124,46,86400,87000,1
t62_02,62,73800,74400,1
t46_125,46,82800,83400,1
t46_126,46,45000,45600,1
t46_127,46,79800,80400,1
t75_07,75,69600,70200,1
t46_128,46,54600,55200,1
t47_43,47,67800,68400,1
t72_00,72,45000,45600,1
t24_01,24,76200,76800,1
t56_54,56,74400,75000,1
t56_55,56,79800,80400,1
t64_29,64,64200,64800,1
t64_30,64,57000,57600,1
t45_36,45,73200,73800,1
t64_31,64,28200,28800,1
t52_06,52,80400,81000,1
t18_10,18,76200,76800,1
t18_11,18,84600,85200,1
t46_129,46,60000,60600,1
t62_03,62,57600,58200,1
t64_32,64,63000,63600,1
t64_33,64,69600,70200,1
t65_43,65,69600,70200,1
t73_02,73,48000,48600,1
t46_130,46,76800,77400,1
t46_131,46,51000,51600,1
t44_37,44,42600,43200,1
t55_41,55,59400,60000,1
t55_42,55,86400,87000,1
t46_132,46,80400,81000,1
t35_17,35,42000,42600,1
t18_12,18,51600,52200,1
t74_07,74,75600,76200,1
t52_07,52,66000,66600,1
t56_56,56,70200,70800,1
t46_133,46,52800,53400,1
t55_43,55,70800,71400,1
t54_26,54,84600,85200,1
t47_44,47,84600,85200,1
t52_08,52,84000,84600,1
t43_06,43,71400,72000,1
t35_18,35,69600,70200,1
t74_08,74,65400,66000,1
t37_18,37,45600,46200,1
t45_37,45,62400,63000,1
t54_27,54,69000,69600,1
t55_44,55,51600,52200,1
t44_38,44,77400,78000,1
t55_45,55,49800,50400,1
t47_45,47,64200,64800,1
t46_134,46,70200,70800,1
t65_44,65,67200,67800,1
t56_57,56,58200,58800,1
t74_09,74,39600,40200,1
t54_28,54,75600,76200,1
t47_46,47,83400,84000,1
t56_58,56,79800,80400,1
t46_135,46,86400,87000,1
t36_31,36,49800,50400,1
t46_136,46,57600,58200,1
t44_39,44,73200,73800,1
t62_04,62,69000,69600,1
t64_34,64,55800,56400,1
t55_46,55,76200,76800,1
t46_137,46,61200,61800,1
t45_38,45,60600,61200,1
t37_19,37,66000,66600,1
t47_47,47,69000,69600,1
t53_19,53,16200,16800,1
t46_138,46,86400,87000,1
t45_39,45,70200,70800,1
t46_139,46,72000,72600,1
t46_140,46,66600,67200,1
t18_13,18,69600,70200,1
t35_19,35,82800,83400,1
t44_40,44,70800,71400,1
t46_141,46,55200,55800,1
t44_41,44,78000,78600,1
t46_142,46,33000,33600,1
t33_02,33,31800,32400,1
t18_14,18,85200,85800,1
t46_143,46,51600,52200,1
t64_35,64,35400,36000,1
t53_20,53,79800,80400,1
t56_59,56,53400,54000,1
t54_29,54,60600,61200,1
t44_42,44,70200,70800,1
t47_48,47,69600,70200,1
t34_10,34,68400,69000,1
t47_49,47,81000,81600,1
t34_11,34,49200,49800,1
t65_45,65,30000,30600,1
t45_40,45,49200,49800,1
t35_20,35,67800,68400,1
t37_20,37,72000,72600,1
t65_46,65,75600,76200,1
t47_50,47,75000,75600,1
t47_51,47,42000,42600,1
t46_144,46,34200,34800,1
t46_145,46,73200,73800,1
t55_47,55,58200,58800,1
t45_41,45,62400,63000,1
t18_15,18,64200,64800,1
t46_146,46,51600,52200,1
t27_05,27,64800,65400,1
t55_48,55,50400,51000,1
t64_36,64,77400,78000,1
t52_09,52,81600,82200,1
t18_16,18,74400,75000,1
t47_52,47,72000,72600,1
t45_42,45,80400,81000,1
t36_32,36,71400,72000,1
t55_49,55,67800,68400,1
t44_43,44,75000,75600,1
t46_147,46,73200,73800,1
t63_05,63,49200,49800,1
t46_148,46,45600,46200,1
t46_149,46,39600,40200,1
t43_07,43,81000,81600,1
t65_47,65,22200,22800,1
t55_50,55,57000,57600,1
t46_150,46,85200,85800,1
t44_44,44,54600,55200,1
t65_48,65,76800,77400,1
t27_06,27,60600,61200,1
t46_151,46,69600,70200,1
t18_17,18,84000,84600,1
t55_51,55,82200,82800,1
t46_152,46,82800,83400,1
t55_52,55,54600,55200,1
t93_01,93,75600,76200,1
t56_60,56,85800,86400,1
t45_43,45,75600,76200,1
t17_00,17,68400,69000,1
t46_153,46,76200,76800,1
t46_154,46,53400,54000,1
t84_13,84,68400,69000,1
t56_61,56,73800,74400,1
t46_155,46,48600,49200,1
t56_62,56,50400,51000,1
t46_156,46,80400,81000,1
t64_37,64,60000,60600,1
t65_49,65,85200,85800,1
t75_08,75,75600,76200,1
t46_157,46,66000,66600,1
t35_21,35,79800,80400,1
t56_63,56,86400,87000,1
t44_45,44,70200,70800,1
t36_33,36,60000,60600,1
t46_158,46,77400,78000,1
t64_38,64,71400,72000,1
t84_14,84,81000,81600,1
t54_30,54,71400,72000,1
t75_09,75,75000,75600,1
t47_53,47,13800,14400,1
t46_159,46,68400,69000,1
t62_05,62,82800,83400,1
t54_31,54,78600,79200,1
t53_21,53,43800,44400,1
t47_54,47,72000,72600,1
t35_22,35,44400,45000,1
t46_160,46,58200,58800,1
t55_53,55,72000,72600,1
t46_161,46,86400,87000,1
t35_23,35,69000,69600,1
t53_22,53,31200,31800,1
t44_46,44,72000,72600,1
t46_162,46,71400,72000,1
t34_12,34,43800,44400,1
t55_54,55,83400,84000,1
t46_163,46,73200,73800,1
t55_55,55,35400,36000,1
t44_47,44,40200,40800,1
t65_50,65,50400,51000,1
t46_164,46,49800,50400,1
t65_51,65,32400,33000,1
t64_39,64,46200,46800,1
t46_165,46,77400,78000,1
t53_23,53,53400,54000,1
t54_32,54,81600,82200,1
t56_64,56,50400,51000,1
t56_65,56,84600,85200,1
t35_24,35,75600,76200,1
t45_44,45,82800,83400,1
t55_56,55,81000,81600,1
t47_55,47,76800,77400,1
t64_40,64,51600,52200,1
t34_13,34,82200,82800,1
t75_10,75,75000,75600,1
t36_34,36,72600,73200,1
t47_56,47,66600,67200,1
t65_52,65,43800,44400,1
t34_14,34,53400,54000,1
t37_21,37,64800,65400,1
t65_53,65,57600,58200,1
t26_07,26,66000,66600,1
t56_66,56,66600,67200,1
t46_166,46,75000,75600,1
t17_01,17,62400,63000,1
t46_167,46,76200,76800,1
t46_168,46,60600,61200,1
t47_57,47,82200,82800,1
t45_45,45,42000,42600,1
t53_24,53,49800,50400,1
t56_67,56,70200,70800,1
t37_22,37,50400,51000,1
t35_25,35,27000,27600,1
t56_68,56,66600,67200,1
t64_41,64,52200,52800,1
t18_18,18,67200,67800,1
t45_46,45,74400,75000,1
t55_57,55,85800,86400,1
t46_169,46,77400,78000,1
t46_170,46,81600,82200,1
t65_54,65,51600,52200,1
t46_171,46,67200,67800,1
t65_55,65,73200,73800,1
t65_56,65,78600,79200,1
t45_47,45,84600,85200,1
t18_19,18,81000,81600,1
t63_06,63,83400,84000,1
t46_172,46,70200,70800,1
t43_08,43,57000,57600,1
t55_58,55,84600,85200,1
t47_58,47,51000,51600,1
t46_173,46,76200,76800,1
t44_48,44,67800,68400,1
t36_35,36,58800,59400,1
t46_174,46,51600,52200,1
t55_59,55,84600,85200,1
t46_175,46,69600,70200,1
t43_09,43,76200,76800,1
t35_26,35,69000,69600,1
t44_49,44,45000,45600,1
t64_42,64,85200,85800,1
t46_176,46,84600,85200,1
t27_07,27,48000,48600,1
t46_177,46,66000,66600,1
t36_36,36,58200,58800,1
t45_48,45,61200,61800,1
t45_49,45,74400,75000,1
t56_69,56,63600,64200,1
t26_08,26,62400,63000,1
t35_27,35,38400,39000,1
t43_10,43,62400,63000,1
t37_23,37,77400,78000,1
t55_60,55,56400,57000,1
t35_28,35,54000,54600,1
t46_178,46,76200,76800,1
t47_59,47,82200,82800,1
t34_15,34,84600,85200,1
t65_57,65,85800,86400,1
t45_50,45,81000,81600,1
t19_02,19,46200,46800,1
t65_58,65,50400,51000,1
t47_60,47,64800,65400,1
t65_59,65,80400,81000,1
t46_179,46,50400,51000,1
t65_60,65,86400,87000,1
t55_61,55,79200,79800,1
t26_09,26,85200,85800,1
t46_180,46,81600,82200,1
t37_24,37,59400,60000,1
t46_181,46,82800,83400,1
t74_10,74,52800,53400,1
t83_03,83,36000,36600,1
t64_43,64,56400,57000,1
t36_37,36,65400,66000,1
t46_182,46,78000,78600,1
t65_61,65,37200,37800,1
t74_11,74,48600,49200,1
t52_10,52,31200,31800,1
t56_70,56,76800,77400,1
t18_20,18,81600,82200,1
t46_183,46,57600,58200,1
t36_38,36,82800,83400,1
t46_184,46,19200,19800,1
t45_51,45,40800,41400,1
t35_29,35,47400,48000,1
t46_185,46,66000,66600,1
t47_61,47,40800,41400,1
t18_21,18,24000,24600,1
t55_62,55,69000,69600,1
t34_16,34,75000,75600,1
t46_186,46,78000,78600,1
t46_187,46,81000,81600,1
t43_11,43,48000,48600,1
t46_188,46,73200,73800,1
t45_52,45,77400,78000,1
t56_71,56,64200,64800,1
t46_189,46,77400,78000,1
t45_53,45,75000,75600,1
t46_190,46,69600,70200,1
t36_39,36,63600,64200,1
t55_63,55,66600,67200,1
t36_40,36,64200,64800,1
t34_17,34,57000,57600,1
t64_44,64,38400,39000,1
t34_18,34,77400,78000,1
t46_191,46,82200,82800,1
t44_50,44,55200,55800,1
t56_72,56,64200,64800,1
t46_192,46,65400,66000,1
t26_10,26,49800,50400,1
t65_62,65,55200,55800,1
t46_193,46,55800,56400,1
