vehicle_id,region_id,start_time,end_time,cost,is_trusted
v00_049,0,407,513,11.7,True
v00_049,3,548,661,11.7,True
v00_049,2,710,952,11.7,True
v00_049,1,989,1180,11.7,True
v00_050,3,368,592,8.3,True
v00_050,0,639,733,8.3,True
v00_050,2,781,878,8.3,True
v00_050,1,927,1177,8.3,True
v00_051,0,203,263,16.8,True
v00_051,1,318,442,16.8,True
v00_051,2,499,629,16.8,True
v00_052,3,68,323,10.3,True
v00_052,0,346,528,10.3,True
v00_053,5,426,636,18.3,True
v00_053,4,636,823,18.3,True
v00_053,1,876,1086,18.3,True
v00_053,2,1111,1252,18.3,True
v00_054,0,213,477,14.2,True
v00_054,1,495,698,14.2,True
v00_055,5,71,214,12.9,False
v00_055,2,271,336,12.9,False
v00_056,2,404,682,9.9,True
v00_056,4,735,946,9.9,True
v00_057,3,432,731,5.6,False
v00_057,4,747,979,5.6,False
v00_057,0,990,1148,5.6,False
v00_058,2,348,645,5.3,True
v00_058,1,653,821,5.3,True
v00_058,3,829,950,5.3,True
v00_059,4,40,294,15.7,True
v00_059,5,300,537,15.7,True
v00_059,1,548,741,15.7,True
v00_059,0,769,995,15.7,True
v00_060,1,73,230,11.5,True
v00_060,3,231,353,11.5,True
v00_060,5,355,505,11.5,True
v00_060,2,548,683,11.5,True
v00_061,3,24,173,15.1,False
v00_061,1,213,479,15.1,False
v00_062,1,230,386,18.7,True
v00_062,5,430,699,18.7,True
v00_062,3,740,857,18.7,True
v00_062,2,900,1065,18.7,True
v00_063,3,152,342,8.8,True
v00_063,1,348,494,8.8,True
v00_063,5,554,832,8.8,True
v00_064,1,422,483,9.5,False
v00_064,5,491,761,9.5,False
v00_064,4,782,957,9.5,False
v00_065,1,231,473,12.2,False
v00_065,3,481,691,12.2,False
v00_065,5,751,857,12.2,False
v00_065,4,863,1004,12.2,False
v00_066,5,58,276,16.4,False
v00_066,3,319,582,16.4,False
v00_067,3,484,712,5.5,True
v00_067,2,742,907,5.5,True
v00_067,1,965,1045,5.5,True
v00_068,3,31,292,19.0,False
v00_068,0,346,475,19.0,False
v00_068,4,526,778,19.0,False
v00_069,1,325,456,19.8,True
v00_069,2,458,711,19.8,True
v00_070,5,151,316,12.3,True
v00_070,1,322,491,12.3,True
v00_070,3,496,731,12.3,True
v00_070,2,780,895,12.3,True
v00_071,1,392,581,7.5,True
v00_071,0,590,775,7.5,True
v00_071,5,796,932,7.5,True
v00_071,2,982,1098,7.5,True
v00_072,0,344,594,19.8,True
v00_072,1,621,775,19.8,True
v00_072,2,822,981,19.8,True
v00_072,5,985,1261,19.8,True
v00_073,5,321,603,17.0,False
v00_073,3,626,809,17.0,False
v00_074,1,350,562,6.0,False
v00_074,3,563,748,6.0,False
v00_074,5,804,871,6.0,False
v00_074,4,890,953,6.0,False
v00_075,0,82,307,6.1,False
v00_075,4,344,510,6.1,False
v00_075,1,541,779,6.1,False
v00_075,2,797,862,6.1,False
v00_076,0,180,449,12.1,True
v00_076,1,505,657,12.1,True
v00_076,2,681,876,12.1,True
v00_077,5,542,659,8.7,True
v00_077,0,683,957,8.7,True
v00_077,3,958,1042,8.7,True
v00_077,4,1079,1319,8.7,True
v00_078,4,332,506,6.8,True
v00_078,3,529,624,6.8,True
v00_079,5,77,166,6.5,True
v00_079,2,212,461,6.5,True
v00_079,0,512,626,6.5,True
v00_079,4,631,720,6.5,True
v00_080,3,332,625,18.8,True
v00_080,1,670,782,18.8,True
v00_080,2,806,947,18.8,True
v00_080,0,955,1151,18.8,True
v00_081,2,389,680,6.6,True
v00_081,0,710,977,6.6,True
v00_082,2,188,361,14.1,True
v00_082,1,361,440,14.1,True
v00_082,0,447,535,14.1,True
v00_083,4,541,743,11.5,False
v00_083,5,747,854,11.5,False
v00_083,2,898,1119,11.5,False
v00_083,0,1125,1215,11.5,False
v00_084,5,63,216,8.2,False
v00_084,4,222,344,8.2,False
v00_084,1,402,558,8.2,False
v00_084,2,616,722,8.2,False
v00_085,3,532,592,9.9,True
v00_085,1,639,738,9.9,True
v00_086,4,171,427,9.9,True
v00_086,3,450,723,9.9,True
v00_087,3,474,542,6.6,True
v00_087,2,562,649,6.6,True
v00_087,1,655,737,6.6,True
v00_088,4,239,469,7.7,True
v00_088,0,480,762,7.7,True
v00_088,2,799,902,7.7,True
v00_089,2,362,461,18.9,True
v00_089,3,471,645,18.9,True
v00_089,0,675,902,18.9,True
v00_090,3,475,584,9.1,True
v00_090,4,631,734,9.1,True
v00_090,0,744,818,9.1,True
v00_091,3,550,664,19.5,True
v00_091,0,698,857,19.5,True
v00_091,2,880,996,19.5,True
v00_091,1,1034,1230,19.5,True
v00_092,2,88,326,18.1,True
v00_092,4,339,463,18.1,True
v00_092,5,465,595,18.1,True
v00_093,3,460,569,9.1,True
v00_093,4,599,773,9.1,True
v00_094,4,50,334,17.5,True
v00_094,3,360,626,17.5,True
v00_095,4,182,362,13.5,False
v00_095,3,374,540,13.5,False
v00_095,5,583,860,13.5,False
v00_095,2,901,1057,13.5,False
v00_096,4,343,572,11.8,True
v00_096,3,632,864,11.8,True
v00_096,0,893,1133,11.8,True
v00_096,5,1142,1268,11.8,True
v00_097,5,461,653,17.3,False
v00_097,2,668,916,17.3,False
v00_098,5,49,124,9.0,True
v00_098,3,165,226,9.0,True
v00_099,3,440,736,10.6,True
v00_099,5,789,961,10.6,True
v00_100,0,402,649,16.2,True
v00_100,5,668,852,16.2,True
v00_100,3,863,951,16.2,True
v00_100,4,984,1176,16.2,True
v00_101,1,508,745,16.1,False
v00_101,0,755,855,16.1,False
v00_101,4,883,1018,16.1,False
v00_101,3,1073,1218,16.1,False
v00_102,5,585,721,10.4,True
v00_102,0,773,837,10.4,True
v00_102,3,848,1064,10.4,True
v00_102,2,1110,1377,10.4,True
v00_103,4,201,472,15.7,True
v00_103,2,505,658,15.7,True
v00_104,0,3,272,7.7,True
v00_104,1,330,550,7.7,True
v00_105,4,284,477,7.3,True
v00_105,5,505,742,7.3,True
v00_106,5,492,685,15.0,True
v00_106,0,715,777,15.0,True
v00_106,1,796,939,15.0,True
v00_106,4,946,1091,15.0,True
v00_107,1,543,766,14.7,True
v00_107,4,780,990,14.7,True
v00_107,2,991,1151,14.7,True
v00_108,0,434,718,5.7,True
v00_108,3,740,1016,5.7,True
v00_108,2,1018,1125,5.7,True
v00_108,1,1126,1242,5.7,True
v00_109,3,369,602,19.4,True
v00_109,2,603,890,19.4,True
v00_109,1,943,1019,19.4,True
v00_110,5,396,512,11.0,True
v00_110,4,539,643,11.0,True
v00_110,1,658,874,11.0,True
v00_111,2,172,342,8.4,True
v00_111,0,384,617,8.4,True
v00_112,5,213,429,13.2,True
v00_112,1,445,542,13.2,True
v00_112,2,564,751,13.2,True
v00_113,2,180,278,7.6,True
v00_113,5,288,407,7.6,True
v00_113,1,435,553,7.6,True
v00_113,0,585,736,7.6,True
v00_114,0,388,545,19.2,True
v00_114,2,571,791,19.2,True
v00_115,0,221,423,9.7,True
v00_115,2,462,533,9.7,True
v00_116,0,222,362,16.2,False
v00_116,4,406,653,16.2,False
v00_116,1,686,828,16.2,False
v00_116,5,834,947,16.2,False
v00_117,3,437,506,9.1,True
v00_117,2,554,778,9.1,True
v00_117,5,800,1028,9.1,True
v00_118,4,322,607,8.7,True
v00_118,3,640,738,8.7,True
v00_118,0,776,856,8.7,True
v00_119,1,292,542,10.5,True
v00_119,5,568,812,10.5,True
v00_119,3,872,1140,10.5,True
v00_119,0,1172,1458,10.5,True
v00_120,4,110,265,9.2,False
v00_120,0,276,371,9.2,False
v00_120,3,425,597,9.2,False
v00_120,5,616,695,9.2,False
v00_121,5,324,529,5.4,False
v00_121,4,575,868,5.4,False
v00_122,4,124,307,7.0,True
v00_122,2,354,620,7.0,True
v00_123,2,549,643,14.1,False
v00_123,5,677,919,14.1,False
v00_123,1,919,1105,14.1,False
v00_123,4,1108,1340,14.1,False
v00_124,4,302,516,9.5,True
v00_124,5,554,747,9.5,True
v00_125,2,349,503,11.4,True
v00_125,3,547,706,11.4,True
v00_125,0,757,897,11.4,True
v00_126,3,508,731,10.7,True
v00_126,4,741,983,10.7,True
v00_126,5,985,1250,10.7,True
v00_126,0,1298,1418,10.7,True
v00_127,4,124,389,8.4,True
v00_127,3,424,681,8.4,True
v00_128,3,159,381,14.4,True
v00_128,2,437,644,14.4,True
v00_129,3,97,286,13.0,True
v00_129,5,298,575,13.0,True
v00_129,4,620,714,13.0,True
v00_130,5,243,304,7.3,True
v00_130,0,319,441,7.3,True
v00_130,3,500,643,7.3,True
v00_131,3,51,144,17.3,True
v00_131,0,172,366,17.3,True
v00_132,3,428,702,13.7,True
v00_132,5,750,1012,13.7,True
v00_132,4,1070,1139,13.7,True
v00_132,1,1160,1333,13.7,True
v00_133,0,22,193,12.7,True
v00_133,1,240,505,12.7,True
v00_134,0,40,206,12.6,True
v00_134,4,254,392,12.6,True
v00_134,5,400,639,12.6,True
v00_135,2,525,779,6.5,True
v00_135,4,813,999,6.5,True
v00_135,3,1055,1279,6.5,True
v00_135,5,1329,1610,6.5,True
v00_136,0,305,512,12.4,True
v00_136,5,518,768,12.4,True
v00_136,1,769,979,12.4,True
v00_136,4,993,1273,12.4,True
v00_137,4,185,343,12.7,False
v00_137,0,370,630,12.7,False
v00_137,2,672,815,12.7,False
v00_138,4,588,806,11.2,True
v00_138,3,857,1098,11.2,True
v00_138,2,1148,1351,11.2,True
v00_139,0,207,442,8.0,True
v00_139,1,479,651,8.0,True
v00_139,3,688,903,8.0,True
v00_139,2,914,1083,8.0,True
v00_140,0,415,491,7.2,True
v00_140,2,508,720,7.2,True
v00_141,4,504,684,9.3,False
v00_141,3,707,969,9.3,False
v00_141,0,1019,1200,9.3,False
v00_142,2,63,352,10.8,False
v00_142,3,404,600,10.8,False
v00_142,4,653,714,10.8,False
v00_142,0,751,944,10.8,False
v00_143,5,92,318,19.4,True
v00_143,4,345,604,19.4,True
v00_144,1,360,429,15.4,True
v00_144,5,442,634,15.4,True
v00_144,4,693,925,15.4,True
v00_145,0,357,499,12.1,False
v00_145,5,519,711,12.1,False
v00_146,5,196,403,16.5,True
v00_146,3,448,541,16.5,True
v00_146,2,576,875,16.5,True
v00_146,0,895,1041,16.5,True
v00_147,5,377,592,15.1,True
v00_147,0,643,725,15.1,True
v00_147,2,750,878,15.1,True
v00_147,4,907,1048,15.1,True
v00_148,1,166,411,16.3,True
v00_148,2,428,702,16.3,True
v00_148,4,714,956,16.3,True
v00_148,5,996,1252,16.3,True
v00_149,0,29,210,6.2,True
v00_149,5,252,533,6.2,True
v01_150,5,3836,4086,19.3,True
v01_150,1,4138,4262,19.3,True
v01_151,1,3726,3963,14.3,True
v01_151,2,3963,4239,14.3,True
v01_151,3,4263,4341,14.3,True
v01_152,4,4042,4202,19.1,True
v01_152,2,4258,4389,19.1,True
v01_152,0,4413,4481,19.1,True
v01_153,0,3606,3734,11.9,True
v01_153,3,3769,3876,11.9,True
v01_153,1,3894,4014,11.9,True
v01_153,2,4071,4191,11.9,True
v01_154,4,4094,4282,9.3,True
v01_154,5,4299,4455,9.3,True
v01_154,3,4490,4599,9.3,True
v01_155,2,3849,4059,6.7,False
v01_155,3,4079,4258,6.7,False
v01_155,4,4302,4483,6.7,False
v01_156,3,3786,4037,9.3,True
v01_156,5,4059,4203,9.3,True
v01_156,0,4227,4364,9.3,True
v01_156,4,4375,4612,9.3,True
v01_157,3,4189,4249,11.7,False
v01_157,2,4287,4465,11.7,False
v01_158,3,3659,3903,5.8,True
v01_158,5,3959,4152,5.8,True
v01_159,1,3608,3669,13.5,False
v01_159,4,3699,3802,13.5,False
v01_159,2,3836,4124,13.5,False
v01_159,3,4156,4370,13.5,False
v01_160,1,3713,3807,10.9,True
v01_160,2,3851,4146,10.9,True
v01_160,3,4206,4357,10.9,True
v01_161,4,4072,4246,13.3,True
v01_161,2,4250,4544,13.3,True
v01_161,1,4562,4757,13.3,True
v01_161,3,4794,4931,13.3,True
v01_162,3,4148,4321,17.9,False
v01_162,1,4359,4450,17.9,False
v01_162,4,4489,4612,17.9,False
v01_163,1,4172,4245,14.4,True
v01_163,0,4265,4431,14.4,True
v01_163,3,4478,4626,14.4,True
v01_163,2,4679,4828,14.4,True
v01_164,5,4076,4353,7.0,False
v01_164,0,4367,4609,7.0,False
v01_164,1,4633,4842,7.0,False
v01_165,4,3666,3867,9.7,True
v01_165,0,3886,4011,9.7,True
v01_166,1,4106,4380,8.4,True
v01_166,4,4439,4525,8.4,True
v01_167,2,3714,3915,14.0,False
v01_167,4,3923,4098,14.0,False
v01_167,0,4137,4435,14.0,False
v01_168,5,3650,3870,7.7,True
v01_168,4,3891,3986,7.7,True
v01_169,0,3815,4005,16.5,True
v01_169,1,4028,4188,16.5,True
v01_170,2,3820,3947,17.8,True
v01_170,5,3981,4098,17.8,True
v01_170,0,4139,4294,17.8,True
v01_171,3,3881,4121,17.9,True
v01_171,5,4124,4294,17.9,True
v01_171,0,4303,4513,17.9,True
v01_172,0,4012,4193,12.4,True
v01_172,4,4229,4442,12.4,True
v01_173,0,4099,4213,5.5,False
v01_173,4,4217,4336,5.5,False
v01_174,1,3860,4018,10.3,True
v01_174,0,4045,4190,10.3,True
v01_175,3,4119,4280,15.9,True
v01_175,5,4309,4372,15.9,True
v01_175,0,4372,4636,15.9,True
v01_175,4,4667,4960,15.9,True
v01_176,2,3758,3911,8.1,True
v01_176,5,3920,4151,8.1,True
v01_177,3,3736,3972,9.6,False
v01_177,2,3987,4102,9.6,False
v01_177,5,4159,4272,9.6,False
v01_177,1,4324,4549,9.6,False
v01_178,0,3812,3960,10.1,True
v01_178,1,3985,4271,10.1,True
v01_178,2,4287,4516,10.1,True
v01_178,5,4568,4751,10.1,True
v01_179,3,3640,3939,5.6,True
v01_179,5,3956,4021,5.6,True
v01_179,4,4046,4135,5.6,True
v01_180,0,4102,4348,6.3,True
v01_180,1,4395,4596,6.3,True
v01_181,1,3654,3825,9.2,False
v01_181,2,3837,3957,9.2,False
v01_182,0,3606,3891,11.3,True
v01_182,3,3934,4174,11.3,True
v01_183,4,3958,4210,6.0,True
v01_183,3,4262,4476,6.0,True
v01_183,2,4484,4693,6.0,True
v01_183,5,4695,4835,6.0,True
v01_184,2,4181,4283,14.6,False
v01_184,5,4298,4487,14.6,False
v01_185,2,4143,4234,5.0,False
v01_185,1,4275,4390,5.0,False
v01_186,4,4065,4327,11.1,True
v01_186,1,4341,4559,11.1,True
v01_186,2,4563,4805,11.1,True
v01_186,3,4824,4913,11.1,True
v01_187,5,3921,4185,13.1,False
v01_187,1,4225,4497,13.1,False
v01_187,4,4501,4608,13.1,False
v01_188,3,4085,4243,6.3,True
v01_188,4,4300,4597,6.3,True
v01_189,5,3963,4114,15.6,True
v01_189,1,4124,4230,15.6,True
v01_190,0,4194,4263,13.7,True
v01_190,4,4283,4512,13.7,True
v01_190,5,4519,4705,13.7,True
v01_191,2,3748,3817,18.0,True
v01_191,0,3826,3933,18.0,True
v01_192,3,4185,4406,6.1,True
v01_192,2,4456,4696,6.1,True
v01_192,4,4724,4880,6.1,True
v01_193,0,4023,4156,10.4,True
v01_193,3,4164,4326,10.4,True
v01_193,2,4382,4455,10.4,True
v01_193,4,4470,4737,10.4,True
v01_194,4,3997,4188,9.6,True
v01_194,2,4217,4438,9.6,True
v01_195,0,3893,4015,8.8,True
v01_195,5,4061,4264,8.8,True
v01_195,4,4284,4435,8.8,True
v01_195,2,4487,4754,8.8,True
v01_196,1,4080,4237,14.7,False
v01_196,0,4256,4443,14.7,False
v01_196,5,4464,4687,14.7,False
v01_197,4,3905,3990,7.7,True
v01_197,0,4019,4080,7.7,True
v01_197,3,4080,4371,7.7,True
v01_198,4,3729,3824,12.8,True
v01_198,0,3859,4012,12.8,True
v01_198,2,4051,4162,12.8,True
v01_199,1,3798,3988,13.8,False
v01_199,5,4048,4119,13.8,False
v01_199,4,4120,4368,13.8,False
v01_200,2,3936,4142,13.3,True
v01_200,5,4190,4327,13.3,True
v01_200,1,4359,4645,13.3,True
v01_201,2,3854,4020,16.7,True
v01_201,3,4020,4095,16.7,True
v01_201,1,4124,4255,16.7,True
v01_202,3,4052,4271,15.8,False
v01_202,1,4301,4429,15.8,False
v01_203,1,3788,4067,10.9,True
v01_203,4,4111,4245,10.9,True
v01_203,5,4268,4373,10.9,True
v01_203,2,4426,4720,10.9,True
v01_204,1,4070,4223,17.6,False
v01_204,3,4252,4407,17.6,False
v01_204,4,4414,4551,17.6,False
v01_205,5,3975,4040,9.5,True
v01_205,2,4097,4318,9.5,True
v01_205,0,4377,4658,9.5,True
v01_205,1,4699,4822,9.5,True
v01_206,0,3743,3805,17.5,False
v01_206,5,3845,3970,17.5,False
v01_207,1,3967,4124,9.2,False
v01_207,5,4177,4302,9.2,False
v01_207,0,4350,4571,9.2,False
v01_207,2,4595,4723,9.2,False
v01_208,4,3618,3845,9.1,False
v01_208,3,3886,4125,9.1,False
v01_209,0,3965,4036,15.1,True
v01_209,4,4067,4185,15.1,True
v01_209,2,4211,4454,15.1,True
v01_209,1,4495,4737,15.1,True
v01_210,4,3783,3965,9.2,True
v01_210,3,4016,4312,9.2,True
v01_210,0,4350,4598,9.2,True
v01_211,5,3718,3940,13.5,True
v01_211,3,3949,4009,13.5,True
v01_211,1,4024,4215,13.5,True
v01_212,5,3742,3805,14.2,True
v01_212,1,3839,4016,14.2,True
v01_212,0,4052,4321,14.2,True
v01_213,3,4157,4434,16.2,False
v01_213,0,4465,4673,16.2,False
v01_213,2,4733,4811,16.2,False
v01_213,1,4853,5032,16.2,False
v01_214,3,4181,4288,18.5,True
v01_214,4,4302,4522,18.5,True
v01_214,0,4571,4744,18.5,True
v01_215,0,3768,3865,5.6,True
v01_215,5,3915,4101,5.6,True
v01_216,3,4180,4283,8.1,True
v01_216,2,4293,4405,8.1,True
v01_216,5,4461,4656,8.1,True
v01_216,4,4686,4935,8.1,True
v01_217,2,4052,4176,7.1,True
v01_217,1,4182,4393,7.1,True
v01_217,3,4418,4625,7.1,True
v01_217,4,4634,4753,7.1,True
v01_218,2,3999,4205,14.2,True
v01_218,3,4214,4319,14.2,True
v01_219,3,4066,4134,13.4,False
v01_219,2,4134,4197,13.4,False
v01_219,4,4227,4481,13.4,False
v01_219,0,4513,4691,13.4,False
v01_220,1,3852,3952,17.4,True
v01_220,4,3979,4048,17.4,True
v01_221,4,3823,3992,17.5,True
v01_221,0,4008,4143,17.5,True
v01_221,3,4148,4269,17.5,True
v01_221,2,4292,4586,17.5,True
v01_222,1,4161,4420,6.7,True
v01_222,2,4478,4756,6.7,True
v01_222,4,4809,5037,6.7,True
v01_222,0,5088,5190,6.7,True
v01_223,4,3844,4057,13.6,True
v01_223,1,4079,4329,13.6,True
v01_223,5,4381,4484,13.6,True
v01_224,4,3825,3998,11.1,False
v01_224,5,4003,4112,11.1,False
v01_225,4,3715,4009,11.8,True
v01_225,2,4031,4294,11.8,True
v01_225,1,4354,4513,11.8,True
v01_226,3,3904,3981,7.2,True
v01_226,5,4021,4092,7.2,True
v01_226,2,4096,4240,7.2,True
v01_227,2,3995,4153,18.7,True
v01_227,4,4194,4261,18.7,True
v01_227,1,4309,4609,18.7,True
v01_228,0,3829,4076,7.6,False
v01_228,4,4128,4346,7.6,False
v01_228,2,4374,4526,7.6,False
v01_229,3,3954,4140,17.8,True
v01_229,5,4155,4332,17.8,True
v01_230,0,3813,4024,16.3,False
v01_230,4,4038,4274,16.3,False
v01_231,0,4177,4255,17.1,True
v01_231,2,4270,4531,17.1,True
v01_231,1,4566,4857,17.1,True
v01_232,4,3719,3980,9.1,False
v01_232,2,4035,4171,9.1,False
v01_232,3,4218,4317,9.1,False
v01_232,1,4328,4441,9.1,False
v01_233,3,4065,4295,11.1,False
v01_233,5,4346,4459,11.1,False
v01_233,2,4483,4739,11.1,False
v01_234,5,3616,3795,6.8,True
v01_234,2,3845,3959,6.8,True
v01_235,5,4001,4254,18.8,False
v01_235,0,4276,4362,18.8,False
v01_235,2,4407,4467,18.8,False
v01_235,1,4488,4738,18.8,False
v01_236,1,4162,4425,10.8,True
v01_236,0,4437,4659,10.8,True
v01_236,5,4668,4829,10.8,True
v01_237,4,3723,3857,11.7,False
v01_237,2,3901,3998,11.7,False
v01_238,5,3631,3757,14.2,False
v01_238,4,3804,3878,14.2,False
v01_239,5,4194,4374,6.4,True
v01_239,2,4380,4656,6.4,True
v01_239,4,4680,4756,6.4,True
v01_240,3,3677,3924,11.3,False
v01_240,1,3942,4070,11.3,False
v01_240,0,4123,4312,11.3,False
v01_241,1,3716,3997,5.5,True
v01_241,5,4038,4239,5.5,True
v01_241,4,4247,4526,5.5,True
v01_242,5,3693,3926,5.5,True
v01_242,1,3954,4224,5.5,True
v01_243,3,3790,3919,14.7,True
v01_243,5,3958,4235,14.7,True
v01_243,1,4257,4440,14.7,True
v01_243,0,4461,4533,14.7,True
v01_244,1,4182,4445,18.5,True
v01_244,3,4470,4562,18.5,True
v01_244,2,4592,4802,18.5,True
v01_244,0,4808,4977,18.5,True
v01_245,0,3800,4037,14.3,True
v01_245,1,4054,4164,14.3,True
v01_246,2,3757,4020,17.8,False
v01_246,5,4027,4097,17.8,False
v01_247,5,4152,4428,13.8,True
v01_247,4,4437,4649,13.8,True
v01_247,2,4665,4848,13.8,True
v01_247,3,4902,5134,13.8,True
v01_248,4,3802,4057,5.9,True
v01_248,3,4089,4256,5.9,True
v01_248,1,4280,4497,5.9,True
v01_248,5,4519,4636,5.9,True
v01_249,5,4054,4315,19.1,True
v01_249,4,4366,4550,19.1,True
v01_249,2,4576,4651,19.1,True
v01_249,1,4680,4802,19.1,True
v01_250,1,4107,4266,11.0,False
v01_250,5,4314,4487,11.0,False
v01_250,0,4524,4792,11.0,False
v01_250,3,4832,4911,11.0,False
v01_251,3,3648,3946,6.7,True
v01_251,2,3991,4094,6.7,True
v01_252,0,3997,4066,19.3,True
v01_252,3,4115,4187,19.3,True
v01_252,2,4223,4339,19.3,True
v01_253,5,3961,4258,9.0,False
v01_253,1,4306,4576,9.0,False
v01_253,2,4593,4732,9.0,False
v01_253,0,4779,4958,9.0,False
v01_254,5,3827,3921,18.3,True
v01_254,4,3926,4048,18.3,True
v01_254,3,4049,4254,18.3,True
v01_255,3,3763,3913,19.7,False
v01_255,1,3946,4204,19.7,False
v01_255,4,4260,4555,19.7,False
v01_256,4,4131,4196,10.4,True
v01_256,0,4225,4521,10.4,True
